symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,9.0,7.0,2.0,0.0,4,0.94,2.0,37.7,1.0,44.4,7.0,0.0,0.0,2.0,61.4,0.0,0.2,2.0,0.0,31577,0.0,306.0,0.0,LOW_LIQUIDITY
HARIOMPIPE,Hariom Pipe Industries Limited,Basic Materials,9.0,4.0,3.0,2.0,3,0.64,1.0,50.1,0.0,50.8,4.0,1.0,9.5,2.0,60.7,0.0,14.2,3.0,2.0,361092,0.0,956.0,2.0,SEVERE_DRAWDOWN
CENTRUM,Centrum Capital Limited,Financial Services,9.0,3.0,3.5,2.5,1,0.04,2.0,47.2,0.0,50.1,3.0,1.0,0.0,2.0,62.4,0.5,31.9,3.5,2.0,478384,0.5,1214.0,2.5,SEVERE_DRAWDOWN
JSWHL,JSW Holdings Limited,Industrials,9.0,4.0,3.5,1.5,2,,2.0,37.7,0.0,53.2,4.0,1.0,4.4,2.0,66.3,0.5,33.8,3.5,0.0,3459,1.5,13741.0,1.5,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ALLDIGI,Alldigi Tech Limited,Industrials,9.0,6.5,2.0,0.5,2,,2.5,31.3,2.0,30.7,6.5,1.0,1.5,1.0,76.1,0.0,23.8,2.0,0.0,10191,0.5,1230.0,0.5,LOW_LIQUIDITY
AKG,AKG Exim Limited,Industrials,9.0,6.0,3.0,0.0,2,0.53,2.0,43.5,2.0,40.0,6.0,1.0,,1.0,,1.0,92.6,3.0,0.0,99181,0.0,36.0,0.0,LOW_LIQUIDITY
GRWRHITECH,Garware Hi-Tech Films Limited,Basic Materials,9.0,4.0,3.5,1.5,2,,1.0,56.5,1.0,43.0,4.0,1.0,9.2,2.0,62.6,0.5,35.6,3.5,0.0,76397,1.5,12553.0,1.5,LOW_LIQUIDITY
INTLCONV,International Conveyors Limited,Industrials,9.0,6.0,2.0,1.0,3,0.77,2.0,36.8,1.0,45.7,6.0,0.0,0.0,1.5,73.9,0.5,26.1,2.0,1.0,183839,0.0,507.0,1.0,NONE
BHARATGEAR,Bharat Gears Limited,Consumer Cyclical,9.0,4.0,4.0,1.0,2,0.4,1.0,53.2,1.0,41.2,4.0,1.0,1.2,2.0,56.5,1.0,43.4,4.0,1.0,177257,0.0,171.0,1.0,NONE
KRITIKA,Kritika Wires Limited,Basic Materials,9.0,4.0,3.0,2.0,2,,2.0,46.4,0.0,56.9,4.0,1.0,,1.0,,1.0,50.8,3.0,2.0,229995,0.0,162.0,2.0,SEVERE_DRAWDOWN
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,9.0,5.0,4.0,0.0,2,0.44,2.0,44.7,1.0,43.1,5.0,1.0,4.1,2.0,56.3,1.0,46.2,4.0,0.0,57984,0.0,161.0,0.0,LOW_LIQUIDITY
ADVENTHTL,Advent Hotels International Limited,Consumer Cyclical,9.0,3.0,4.0,2.0,2,,1.0,67.0,0.0,59.9,3.0,1.0,0.3,2.0,62.5,1.0,375.3,4.0,2.0,298751,0.0,811.0,2.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
KAVDEFENCE,KAVDEFENCE,Technology,9.0,5.0,3.0,1.0,4,1.06,1.0,61.0,0.0,66.6,5.0,1.0,1.6,1.5,74.0,0.5,36.8,3.0,1.0,149642,0.0,373.0,1.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
ECOSMOBLTY,ECOSMOBLTY,Industrials,9.0,3.0,4.0,2.0,2,,1.0,55.2,0.0,70.1,3.0,1.5,14.4,2.0,67.8,0.5,32.3,4.0,2.0,356034,0.0,804.0,2.0,SEVERE_DRAWDOWN
KELLTONTEC,Kellton Tech Solutions Limited,Technology,9.0,3.0,3.0,3.0,2,0.5,1.0,53.3,0.0,58.8,3.0,1.0,0.9,1.0,37.7,1.0,61.8,3.0,3.0,4043399,0.0,801.0,3.0,SEVERE_DRAWDOWN
ORIENTPPR,Orient Paper & Industries Limited,Basic Materials,9.0,3.0,3.5,2.5,1,0.32,2.0,36.8,0.0,55.1,3.0,1.0,0.4,1.5,46.8,1.0,59.3,3.5,2.5,544521,0.0,368.0,2.5,SEVERE_DRAWDOWN
ALPA,Alpa Laboratories Limited,Healthcare,9.0,6.0,3.0,0.0,4,0.96,2.0,45.2,0.0,59.9,6.0,0.0,0.0,2.0,57.3,1.0,42.8,3.0,0.0,25949,0.0,149.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
GANESHBE,Ganesh Benzoplast Limited,Basic Materials,9.0,4.0,4.0,1.0,1,0.03,2.0,40.9,1.0,46.6,4.0,1.0,3.1,2.0,53.5,1.0,45.9,4.0,1.0,199263,0.0,675.0,1.0,NONE
5PAISA,5paisa Capital Limited,Financial Services,9.0,4.0,3.5,1.5,1,0.38,2.0,39.0,1.0,41.4,4.0,1.0,7.7,2.0,57.8,0.5,36.8,3.5,1.0,164747,0.5,1424.0,1.5,NONE
FABTECH,FABTECH,Healthcare,9.0,4.0,2.5,2.5,2,,1.0,57.0,1.0,47.6,4.0,1.0,1.2,1.5,70.8,0.0,17.9,2.5,2.5,859547,0.0,681.0,2.5,NONE
ALKYLAMINE,Alkyl Amines Chemicals Limited,Basic Materials,9.0,4.0,3.0,2.0,1,0.27,2.0,38.4,1.0,48.6,4.0,1.0,5.2,1.5,72.3,0.5,27.2,3.0,1.0,105751,1.0,8810.0,2.0,NONE
ANUHPHR,Anuh Pharma Limited,Healthcare,9.0,6.0,3.0,0.0,2,0.5,2.0,36.3,2.0,38.3,6.0,1.0,0.0,1.5,73.1,0.5,26.8,3.0,0.0,79740,0.0,788.0,0.0,LOW_LIQUIDITY
APEX,Apex Frozen Foods Limited,Consumer Defensive,9.0,4.5,1.5,3.0,1,-0.1,1.0,65.3,2.5,27.0,4.5,0.0,0.0,1.0,76.8,0.5,27.4,1.5,2.5,884292,0.5,1456.0,3.0,HIGH_VOLATILITY
KMEW,Knowledge Marine & Engineering Works Limited,Industrials,9.0,4.5,3.0,1.5,1,-0.01,1.0,58.3,2.5,25.1,4.5,1.0,1.7,1.5,70.2,0.5,35.3,3.0,1.0,164839,0.5,4835.0,1.5,NONE
CHEMPLASTS,Chemplast Sanmar Limited,Basic Materials,9.0,3.0,4.5,1.5,1,-0.11,2.0,45.3,0.0,53.1,3.0,2.0,35.5,2.0,55.0,0.5,38.8,4.5,1.0,198306,0.5,3627.0,1.5,SEVERE_DRAWDOWN
MATRIMONY,Matrimony.com Limited,Communication Services,8.5,6.5,2.0,0.0,2,,2.5,30.3,2.0,33.4,6.5,1.0,3.0,1.0,79.0,0.0,21.9,2.0,0.0,32209,0.0,885.0,0.0,LOW_LIQUIDITY
CONSOFINVT,Consolidated Finvest & Holdings Limited,Financial Services,8.5,6.5,2.0,0.0,2,0.54,2.0,37.9,2.5,27.6,6.5,1.0,,1.0,,0.0,23.0,2.0,0.0,18620,0.0,721.0,0.0,LOW_LIQUIDITY
MCLEODRUSS,McLeod Russel India Limited,Consumer Defensive,8.5,5.0,1.0,2.5,4,0.98,1.0,55.3,0.0,57.7,5.0,0.0,0.0,0.0,16.7,1.0,81.4,1.0,2.5,739364,0.0,654.0,2.5,SEVERE_DRAWDOWN
MENONBE,Menon Bearings Limited,Consumer Cyclical,8.5,6.5,2.0,0.0,2,,2.0,35.5,2.5,25.7,6.5,0.0,0.0,1.5,70.8,0.5,29.2,2.0,0.0,73065,0.0,819.0,0.0,LOW_LIQUIDITY
LAXMIINDIA,LAXMIINDIA,Financial Services,8.5,3.0,2.5,3.0,2,,1.0,67.6,0.0,59.3,3.0,0.0,0.0,2.0,66.6,0.5,29.4,2.5,3.0,1113341,0.0,659.0,3.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical,8.5,6.0,2.5,0.0,1,0.29,2.5,33.4,2.5,26.3,6.0,0.0,0.0,2.0,66.9,0.5,31.8,2.5,0.0,72026,0.0,524.0,0.0,LOW_LIQUIDITY
IGCL,IGCL,Basic Materials,8.5,4.0,2.5,2.0,2,,2.0,41.6,0.0,54.4,4.0,1.0,6.6,1.5,70.2,0.0,21.8,2.5,2.0,336602,0.0,389.0,2.0,SEVERE_DRAWDOWN
HLVLTD,HLV Limited,Consumer Cyclical,8.5,3.0,3.0,2.5,1,-0.17,2.0,43.2,0.0,61.5,3.0,1.0,1.4,1.5,72.4,0.5,27.5,3.0,2.5,534590,0.0,506.0,2.5,SEVERE_DRAWDOWN
GAUDIUMIVF,GAUDIUMIVF,Healthcare,8.5,4.5,1.0,3.0,2,,0.0,90.4,2.5,25.4,4.5,1.0,1.7,0.0,89.5,0.0,24.3,1.0,3.0,1477845,0.0,785.0,3.0,HIGH_VOLATILITY
ASTRAZEN,AstraZeneca Pharma India Limited,Healthcare,8.5,6.0,1.0,1.5,1,0.24,2.5,29.8,2.5,25.9,6.0,1.0,6.9,0.0,81.6,0.0,18.4,1.0,0.0,28917,1.5,21171.0,1.5,LOW_LIQUIDITY
BHAGERIA,Bhageria Industries Limited,Basic Materials,8.5,6.0,1.5,1.0,3,0.77,2.0,45.0,1.0,45.5,6.0,0.0,0.0,1.5,72.6,0.0,18.5,1.5,1.0,187694,0.0,684.0,1.0,NONE
COASTCORP,Coastal Corporation Limited,Consumer Defensive,8.5,4.5,3.0,1.0,1,0.31,1.0,53.5,2.5,28.2,4.5,0.0,0.0,2.0,52.9,1.0,45.7,3.0,1.0,141608,0.0,417.0,1.0,NONE
MAWANASUG,Mawana Sugars Limited,Consumer Defensive,8.5,6.0,2.5,0.0,1,0.05,2.5,33.8,2.5,29.4,6.0,0.0,0.0,2.0,63.5,0.5,34.6,2.5,0.0,89205,0.0,421.0,0.0,LOW_LIQUIDITY
ASAL,Automotive Stampings and Assemblies Limited,Consumer Cyclical,8.5,7.0,1.5,0.0,3,0.66,2.0,45.9,2.0,39.9,7.0,0.0,0.0,1.5,75.0,0.0,24.8,1.5,0.0,95595,0.0,757.0,0.0,LOW_LIQUIDITY
KAMATHOTEL,Kamat Hotels (India) Limited,Consumer Cyclical,8.5,4.0,3.5,1.0,2,0.4,2.0,43.5,0.0,56.1,4.0,1.0,5.5,2.0,61.1,0.5,33.1,3.5,1.0,110790,0.0,473.0,1.0,SEVERE_DRAWDOWN
KIOCL,KIOCL Limited,Basic Materials,8.5,4.0,0.0,4.5,3,0.62,1.0,63.6,0.0,52.7,4.0,0.0,0.0,0.0,99.0,0.0,0.9,0.0,3.0,1184507,1.5,23547.0,4.5,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
KSOLVES,Ksolves India Limited,Technology,8.5,5.0,3.5,0.0,1,0.06,2.0,42.2,2.0,34.4,5.0,1.0,0.1,2.0,64.2,0.5,35.8,3.5,0.0,69142,0.0,667.0,0.0,LOW_LIQUIDITY
MCLOUD,Magellanic Cloud Limited,Technology,8.5,2.0,3.0,3.5,1,-0.01,1.0,66.9,0.0,79.7,2.0,1.0,0.1,1.5,70.8,0.5,27.2,3.0,3.0,7084445,0.5,1464.0,3.5,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
ONEPOINT,One Point One Solutions Limited,Industrials,8.5,4.0,1.0,3.5,1,0.26,2.0,40.5,1.0,40.3,4.0,0.0,0.0,0.0,0.0,1.0,47.5,1.0,3.0,1573969,0.5,1617.0,3.5,NONE
KERNEX,Kernex Microsystems (India) Limited,Technology,8.5,4.0,3.0,1.5,1,0.02,1.0,56.8,2.0,36.5,4.0,1.0,0.0,1.0,37.2,1.0,57.4,3.0,1.0,187218,0.5,2360.0,1.5,NONE
BESTAGRO,Best Agrolife Limited,Basic Materials,8.5,2.0,3.5,3.0,1,-0.1,1.0,57.8,0.0,59.1,2.0,1.0,6.3,2.0,60.7,0.5,35.9,3.5,3.0,2515716,0.0,604.0,3.0,SEVERE_DRAWDOWN
AVROIND,Avro India Limited,Consumer Cyclical,8.5,4.0,2.5,2.0,1,-0.48,2.0,48.7,1.0,46.0,4.0,0.0,0.0,2.0,67.6,0.5,36.5,2.5,2.0,296585,0.0,138.0,2.0,NONE
JYOTISTRUC,Jyoti Structures Limited,Industrials,8.5,3.0,2.0,3.5,2,,1.0,57.3,0.0,62.9,3.0,1.0,0.6,0.0,10.6,1.0,86.5,2.0,3.0,10316490,0.5,1487.0,3.5,SEVERE_DRAWDOWN
DOLLAR,Dollar Industries Limited,Consumer Cyclical,8.5,4.0,3.0,1.5,1,0.32,2.0,37.7,1.0,45.0,4.0,1.0,5.5,1.5,73.7,0.5,38.5,3.0,1.0,147040,0.5,1506.0,1.5,NONE
BSL,BSL Limited,Consumer Cyclical,8.5,5.0,3.5,0.0,2,0.41,2.0,46.1,1.0,49.4,5.0,1.0,1.0,2.0,68.3,0.5,32.9,3.5,0.0,11066,0.0,128.0,0.0,LOW_LIQUIDITY
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,8.5,5.0,3.0,0.5,1,0.33,2.0,37.4,2.0,36.0,5.0,1.0,0.2,1.5,70.9,0.5,29.1,3.0,0.0,42159,0.5,1698.0,0.5,LOW_LIQUIDITY
BHANDARI,Bhandari Hosiery Exports Limited,Consumer Cyclical,8.5,3.0,3.5,2.0,2,0.5,1.0,52.0,0.0,67.0,3.0,1.5,17.2,1.0,32.6,1.0,53.1,3.5,2.0,434842,0.0,117.0,2.0,SEVERE_DRAWDOWN
ARMANFIN,Arman Financial Services Limited,Financial Services,8.5,5.5,2.5,0.5,1,0.15,2.0,41.0,2.5,25.9,5.5,1.5,12.7,0.0,29.8,1.0,56.8,2.5,0.0,38681,0.5,1879.0,0.5,LOW_LIQUIDITY
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Cyclical,8.5,5.5,2.5,0.5,1,0.02,2.5,28.4,2.0,36.2,5.5,1.5,13.5,1.0,76.5,0.0,23.5,2.5,0.0,33790,0.5,1935.0,0.5,LOW_LIQUIDITY
EPACKPEB,EPACKPEB,Industrials,8.5,3.0,2.0,3.5,2,,1.0,66.9,0.0,60.0,3.0,1.0,2.8,1.0,77.3,0.0,23.9,2.0,3.0,3277382,0.5,2017.0,3.5,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
AAKASH,Aakash Exploration Services Limited,Energy,8.5,4.0,2.5,2.0,2,,1.0,55.4,1.0,42.3,4.0,1.0,,1.0,,0.5,32.6,2.5,2.0,366940,0.0,89.0,2.0,NONE
ADVAIT,Advait Energy Transitions Limited,Industrials,8.5,6.0,2.0,0.5,2,0.5,1.0,61.5,3.0,15.9,6.0,0.0,0.0,1.5,72.3,0.5,27.8,2.0,0.0,52583,0.5,2082.0,0.5,"HIGH_VOLATILITY,LOW_LIQUIDITY"
ARKADE,ARKADE,Real Estate,8.5,4.5,1.0,3.0,2,,2.5,33.5,0.0,54.4,4.5,1.0,0.1,0.0,82.3,0.0,17.7,1.0,2.5,938059,0.5,2121.0,3.0,SEVERE_DRAWDOWN
PANACEABIO,Panacea Biotec Limited,Healthcare,8.5,3.0,3.0,2.5,1,0.14,1.0,51.3,1.0,45.7,3.0,1.0,0.1,1.5,72.7,0.5,25.2,3.0,2.0,407625,0.5,2367.0,2.5,NONE
IGPL,I G Petrochemicals Limited,Basic Materials,8.5,5.0,3.0,0.5,1,0.19,2.0,37.6,2.0,34.3,5.0,1.0,0.2,1.5,73.7,0.5,27.7,3.0,0.0,34937,0.5,1368.0,0.5,LOW_LIQUIDITY
ORIENTALTL,Oriental Trimex Limited,Industrials,8.5,5.0,1.5,2.0,4,1.13,1.0,50.6,0.0,73.8,5.0,0.0,0.0,1.0,36.3,0.5,39.3,1.5,2.0,437484,0.0,48.0,2.0,SEVERE_DRAWDOWN
AKASH,Akash Infra-Projects Limited,Industrials,8.5,6.0,2.5,0.0,3,0.65,1.0,55.4,2.0,32.2,6.0,1.0,,1.0,,0.5,25.3,2.5,0.0,27939,0.0,45.0,0.0,LOW_LIQUIDITY
ASHOKAMET,Ashoka Metcast Limited,Basic Materials,8.5,6.0,2.5,0.0,2,,2.0,40.0,2.0,36.8,6.0,0.0,0.0,2.0,53.6,0.5,30.8,2.5,0.0,64387,0.0,40.0,0.0,LOW_LIQUIDITY
ORIENTCEM,Orient Cement Limited,Basic Materials,8.5,3.0,2.5,3.0,1,0.06,2.0,37.7,0.0,65.5,3.0,1.0,1.8,1.5,74.8,0.0,24.2,2.5,2.5,793081,0.5,2803.0,3.0,SEVERE_DRAWDOWN
GUFICBIO,Gufic Biosciences Limited,Healthcare,8.5,5.5,2.5,0.5,1,-0.07,2.5,30.0,2.0,32.4,5.5,1.0,3.7,1.0,77.5,0.5,25.8,2.5,0.0,56038,0.5,2828.0,0.5,LOW_LIQUIDITY
GANGAFORGE,Ganga Forging Limited,Industrials,8.5,3.0,3.0,2.5,1,0.04,2.0,47.9,0.0,54.1,3.0,1.0,,1.0,,1.0,63.6,3.0,2.5,608741,0.0,32.0,2.5,SEVERE_DRAWDOWN
MEP,MEP Infrastructure Developers Limited,Industrials,8.5,5.5,3.0,0.0,3,0.71,2.5,26.7,0.0,70.2,5.5,1.0,4.4,1.0,36.7,1.0,68.3,3.0,0.0,97905,0.0,19.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
KRISHANA,Krishana Phoschem Limited,Basic Materials,8.5,5.5,1.5,1.5,1,-0.03,2.0,46.7,2.5,26.4,5.5,1.0,0.0,0.0,0.0,0.5,27.8,1.5,1.0,199160,0.5,4140.0,1.5,NONE
LUXIND,Lux Industries Limited,Consumer Cyclical,8.5,6.0,2.0,0.5,3,0.65,2.0,45.1,1.0,48.1,6.0,1.0,5.4,1.0,75.8,0.0,22.8,2.0,0.0,92148,0.5,4111.0,0.5,LOW_LIQUIDITY
GUJTHEM,Gujarat Themis Biosyn Limited,Healthcare,8.5,3.0,3.0,2.5,1,0.31,2.0,47.9,0.0,51.7,3.0,1.0,1.2,1.5,72.0,0.5,27.1,3.0,2.0,212218,0.5,4042.0,2.5,SEVERE_DRAWDOWN
INDIQUBE,INDIQUBE,Real Estate,8.5,5.0,1.0,2.5,2,,2.0,37.8,1.0,43.9,5.0,1.0,9.6,0.0,84.0,0.0,15.1,1.0,2.0,279979,0.5,3554.0,2.5,NONE
BOSCH-HCIL,Bosch Home Comfort India Limited,Consumer Cyclical,8.5,7.0,1.0,0.5,3,0.62,2.0,43.8,2.0,30.4,7.0,1.0,1.1,0.0,83.0,0.0,17.1,1.0,0.0,15443,0.5,3768.0,0.5,LOW_LIQUIDITY
AGI,AGI Greenpac Limited,Consumer Cyclical,8.5,3.0,3.0,2.5,1,-0.06,2.0,43.4,0.0,51.5,3.0,1.0,2.5,1.5,70.7,0.5,29.0,3.0,2.0,283648,0.5,3749.0,2.5,SEVERE_DRAWDOWN
INDBANK,Indbank Merchant Banking Services Limited,Financial Services,8.5,5.0,2.5,1.0,1,0.02,2.0,48.8,2.0,36.4,5.0,0.0,0.0,2.0,68.2,0.5,32.2,2.5,1.0,103013,0.0,147.0,1.0,NONE
ONWARDTEC,Onward Technologies Limited,Technology,8.5,5.0,3.5,0.0,2,,2.0,49.2,1.0,44.7,5.0,1.0,2.2,2.0,59.7,0.5,39.8,3.5,0.0,83005,0.0,610.0,0.0,LOW_LIQUIDITY
MODTHREAD,Modern Threads (India) Limited,Consumer Cyclical,8.5,5.0,3.5,0.0,2,,1.0,59.0,2.0,39.8,5.0,1.0,7.7,2.0,69.5,0.5,,3.5,0.0,4544,0.0,160.0,0.0,LOW_LIQUIDITY
AARVI,Aarvi Encon Limited,Industrials,8.5,6.0,2.5,0.0,1,-0.07,2.0,46.7,3.0,17.7,6.0,1.0,,1.0,,0.5,26.5,2.5,0.0,33490,0.0,185.0,0.0,LOW_LIQUIDITY
KOKUYOCMLN,Kokuyo Camlin Limited,Industrials,8.5,5.5,2.0,1.0,2,,2.5,34.0,1.0,46.8,5.5,1.0,1.0,1.0,75.7,0.0,20.0,2.0,1.0,103845,0.0,931.0,1.0,NONE
EXXARO,Exxaro Tiles Limited,Industrials,8.5,3.0,3.0,2.5,1,0.34,1.0,55.5,1.0,40.2,3.0,1.0,1.3,1.5,73.9,0.5,25.7,3.0,2.5,763037,0.0,298.0,2.5,NONE
DELPHIFX,Delphi World Money Limited,Financial Services,8.5,5.0,1.0,2.5,4,0.95,1.0,63.0,0.0,52.5,5.0,0.0,0.0,1.0,75.6,0.0,11.2,1.0,2.5,905498,0.0,287.0,2.5,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
AVTNPL,AVT Natural Products Limited,Basic Materials,8.5,6.0,1.0,1.5,1,0.39,2.5,30.3,2.5,29.7,6.0,0.0,0.0,1.0,77.2,0.0,23.4,1.0,1.0,156877,0.5,1015.0,1.5,NONE
CREST,Crest Ventures Limited,Financial Services,8.5,6.0,2.0,0.5,1,-0.01,2.5,33.8,2.5,26.5,6.0,0.0,0.0,1.5,73.2,0.5,27.1,2.0,0.0,14502,0.5,1030.0,0.5,LOW_LIQUIDITY
MICEL,MIC Electronics Limited,Technology,8.5,2.0,3.0,3.5,1,2.02,1.0,59.0,0.0,61.9,2.0,0.0,0.0,2.0,52.7,1.0,47.1,3.0,3.0,3523812,0.5,1070.0,3.5,"HIGH_BETA,SEVERE_DRAWDOWN"
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,8.5,7.0,1.5,0.0,3,0.66,2.0,45.5,2.0,30.5,7.0,0.0,0.0,1.5,71.9,0.0,21.9,1.5,0.0,49784,0.0,222.0,0.0,LOW_LIQUIDITY
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,8.5,4.5,3.5,0.5,1,0.18,2.5,32.9,1.0,44.1,4.5,1.0,2.4,1.5,74.5,1.0,49.7,3.5,0.0,41389,0.5,1196.0,0.5,LOW_LIQUIDITY
BASML,Bannari Amman Spinning Mills Ltd,Consumer Cyclical,8.5,5.0,2.5,1.0,3,0.63,2.0,46.1,0.0,53.1,5.0,0.0,0.0,1.5,49.6,1.0,44.8,2.5,1.0,182728,0.0,192.0,1.0,SEVERE_DRAWDOWN
AFSL,Abans Financial Services Limited,Financial Services,8.5,7.0,1.0,0.5,2,,2.5,28.2,2.5,22.5,7.0,1.0,6.8,0.0,80.8,0.0,18.1,1.0,0.0,38444,0.5,1023.0,0.5,LOW_LIQUIDITY
MCL,M Tek Copper Limited,Basic Materials,8.5,5.0,2.5,1.0,2,0.59,2.0,46.3,1.0,41.2,5.0,1.0,,1.0,,0.5,34.9,2.5,1.0,130353,0.0,176.0,1.0,NONE
ORIENTTECH,ORIENTTECH,Technology,8.5,3.0,2.0,3.5,2,,1.0,61.0,0.0,51.2,3.0,0.0,0.0,1.5,70.7,0.5,28.1,2.0,3.0,1359847,0.5,1263.0,3.5,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
CLSEL,Chaman Lal Setia Exports Ltd.,Consumer Defensive,8.5,5.0,2.0,1.5,2,0.5,2.0,41.7,1.0,45.8,5.0,1.0,4.5,1.0,75.9,0.0,16.8,2.0,1.0,133982,0.5,1339.0,1.5,NONE
3IINFOLTD,3i Infotech Limited,Technology,8.0,3.5,2.0,2.5,1,-0.17,2.5,34.2,0.0,52.3,3.5,1.0,0.2,0.0,11.9,1.0,84.7,2.0,2.5,546551,0.0,365.0,2.5,SEVERE_DRAWDOWN
DENORA,De Nora India Limited,Industrials,8.0,4.0,4.0,0.0,1,-0.05,2.0,40.7,1.0,41.5,4.0,1.0,0.8,2.0,59.0,1.0,41.1,4.0,0.0,6930,0.0,375.0,0.0,LOW_LIQUIDITY
MEDICAMEQ,Medicamen Biotech Limited,Healthcare,8.0,5.0,3.0,0.0,3,0.62,2.0,39.0,0.0,50.3,5.0,0.0,0.0,2.0,62.9,1.0,40.4,3.0,0.0,31631,0.0,376.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited,Consumer Defensive,8.0,4.5,2.5,1.0,1,0.24,2.5,30.2,1.0,45.0,4.5,0.0,0.0,1.5,47.4,1.0,51.6,2.5,1.0,134285,0.0,282.0,1.0,NONE
BALAXI,Balaxi Pharmaceuticals Limited,Healthcare,8.0,5.0,2.0,1.0,3,0.75,2.0,48.3,0.0,71.5,5.0,1.0,,1.0,,0.0,16.0,2.0,1.0,199604,0.0,143.0,1.0,SEVERE_DRAWDOWN
MODISONLTD,Modison Limited,Industrials,8.0,6.0,2.0,0.0,2,,2.0,43.6,2.0,38.1,6.0,0.0,0.0,2.0,69.7,0.0,19.6,2.0,0.0,79883,0.0,525.0,0.0,LOW_LIQUIDITY
21STCENMGM,Twentyfirst Century Management Services Limited,Financial Services,8.0,6.0,2.0,0.0,3,0.62,3.0,24.1,0.0,61.0,6.0,0.0,0.0,1.5,72.4,0.5,28.5,2.0,0.0,5908,0.0,34.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
KEEPLEARN,DSJ Keep Learning Limited,Consumer Defensive,8.0,5.0,3.0,0.0,4,1.2,1.0,55.3,0.0,61.5,5.0,0.0,0.0,2.0,61.9,1.0,43.4,3.0,0.0,67346,0.0,32.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
LOKESHMACH,Lokesh Machines Limited,Industrials,8.0,5.0,3.0,0.0,2,0.44,1.0,55.2,2.0,39.8,5.0,0.0,0.0,2.0,50.6,1.0,42.3,3.0,0.0,77902,0.0,529.0,0.0,LOW_LIQUIDITY
LIBAS,Libas Consumer Products Limited,Consumer Cyclical,8.0,5.0,3.0,0.0,1,0.2,2.0,36.9,2.0,34.8,5.0,1.0,,1.0,,1.0,52.4,3.0,0.0,54254,0.0,32.0,0.0,LOW_LIQUIDITY
APOLSINHOT,Apollo Sindoori Hotels Limited,Industrials,8.0,5.5,2.5,0.0,1,-0.24,2.5,33.5,2.0,38.5,5.5,1.0,,1.0,,0.5,28.5,2.5,0.0,1707,0.0,290.0,0.0,LOW_LIQUIDITY
GINNIFILA,Ginni Filaments Limited,Consumer Cyclical,8.0,5.0,2.0,1.0,2,0.46,2.0,48.4,1.0,40.6,5.0,0.0,0.0,1.5,71.5,0.5,27.5,2.0,1.0,116587,0.0,373.0,1.0,NONE
GLOBECIVIL,GLOBECIVIL,Industrials,8.0,4.0,2.0,2.0,2,,2.0,49.5,0.0,63.1,4.0,0.0,0.0,1.5,74.5,0.5,28.7,2.0,2.0,359830,0.0,271.0,2.0,SEVERE_DRAWDOWN
MAHEPC,Mahindra EPC Irrigation Limited,Industrials,8.0,5.0,3.0,0.0,2,0.46,2.0,42.8,1.0,49.0,5.0,0.0,0.0,2.0,58.0,1.0,44.0,3.0,0.0,98538,0.0,322.0,0.0,LOW_LIQUIDITY
EIFFL,Euro India Fresh Foods Limited,Consumer Defensive,8.0,5.5,2.5,0.0,1,0.08,2.0,45.2,2.5,29.0,5.5,1.0,,1.0,,0.5,26.9,2.5,0.0,37616,0.0,575.0,0.0,LOW_LIQUIDITY
MANAKSIA,Manaksia Limited,Industrials,8.0,6.0,2.0,0.0,3,0.67,2.0,39.6,1.0,48.8,6.0,1.0,0.1,1.0,76.2,0.0,22.5,2.0,0.0,57550,0.0,398.0,0.0,LOW_LIQUIDITY
ANTGRAPHIC,Antarctica Limited,Consumer Cyclical,8.0,3.0,3.0,2.0,2,0.59,1.0,51.1,0.0,55.0,3.0,1.0,,1.0,,1.0,96.4,3.0,2.0,322376,0.0,14.0,2.0,SEVERE_DRAWDOWN
