symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
NRBBEARING,NRB Bearings Limited,Consumer Cyclical,13.0,6.5,4.0,2.5,2,0.41,2.0,35.8,2.5,28.3,6.5,2.0,20.0,1.5,49.8,0.5,39.2,4.0,2.0,267144,0.5,3362.0,2.5,NONE
JTEKTINDIA,JTEKT India Limited,Consumer Cyclical,13.0,8.0,2.5,2.5,4,0.85,2.0,41.8,2.0,36.4,8.0,1.5,11.5,1.0,76.5,0.0,23.4,2.5,2.0,452736,0.5,3688.0,2.5,NONE
BOSCHLTD,Bosch Limited,Consumer Cyclical,13.0,7.5,3.5,2.0,3,0.69,2.5,28.5,2.0,30.7,7.5,1.5,16.8,1.5,70.7,0.5,29.3,3.5,0.0,31651,2.0,111309.0,2.0,LOW_LIQUIDITY
KESORAMIND,Kesoram Industries Limited,Basic Materials,13.0,6.0,4.0,3.0,4,0.91,1.0,60.6,1.0,46.1,6.0,1.0,5.5,2.0,58.6,1.0,43.5,4.0,3.0,2048609,0.0,382.0,3.0,HIGH_VOLATILITY
CAMS,Computer Age Management Services Limited,Technology,13.0,6.0,2.5,4.5,1,0.11,2.5,29.8,2.5,26.3,6.0,1.5,53.3,0.0,3.6,1.0,99.6,2.5,3.0,1733812,1.5,19442.0,4.5,NONE
NH,Narayana Hrudayalaya Limited,Healthcare,13.0,6.0,3.5,3.5,1,0.16,2.5,32.5,2.5,28.9,6.0,1.0,9.8,2.0,67.1,0.5,32.5,3.5,2.0,454600,1.5,37393.0,3.5,NONE
NILASPACES,Nila Spaces Limited,Real Estate,13.0,8.0,2.5,2.5,4,0.94,2.0,49.0,2.0,39.9,8.0,0.0,0.0,2.0,65.0,0.5,32.3,2.5,2.5,775248,0.0,532.0,2.5,NONE
BSE,BSE Limited,Financial Services,13.0,5.0,3.0,5.0,1,0.3,2.0,41.3,2.0,32.1,5.0,2.0,22.4,0.0,0.0,1.0,95.1,3.0,3.0,5153073,2.0,162476.0,5.0,NONE
ETERNAL,Eternal Limited,Consumer Cyclical,13.0,5.5,2.5,5.0,1,0.28,2.5,34.8,2.0,39.1,5.5,1.5,50.5,0.0,27.2,1.0,73.2,2.5,3.0,45602070,2.0,221738.0,5.0,NONE
HINDZINC,Hindustan Zinc Limited,Basic Materials,13.0,7.0,1.0,5.0,3,0.66,2.0,37.5,2.0,32.9,7.0,1.0,5.1,0.0,88.6,0.0,10.2,1.0,3.0,8059793,2.0,269491.0,5.0,NONE
JKCEMENT,J.K. Cement Limited,Basic Materials,13.0,5.5,5.0,2.5,1,0.38,2.5,32.4,2.0,35.3,5.5,2.0,33.8,2.0,54.3,1.0,44.3,5.0,1.0,109420,1.5,42219.0,2.5,NONE
NTPCGREEN,NTPCGREEN,Utilities,13.0,7.0,1.0,5.0,2,,2.5,30.1,2.5,27.0,7.0,1.0,6.2,0.0,89.0,0.0,11.0,1.0,3.0,9342475,2.0,90996.0,5.0,NONE
OFSS,Oracle Financial Services Software Limited,Technology,13.0,6.5,3.5,3.0,2,0.45,2.5,30.4,2.0,34.2,6.5,1.5,12.1,1.5,72.6,0.5,27.3,3.5,1.0,174516,2.0,78487.0,3.0,NONE
LICHSGFIN,LIC Housing Finance Limited,Financial Services,13.0,6.5,2.0,4.5,1,0.32,3.0,24.7,2.5,26.5,6.5,1.0,77.1,0.0,2.3,1.0,54.5,2.0,3.0,1660744,1.5,30091.0,4.5,NONE
IDEA,Vodafone Idea Limited,Communication Services,13.0,5.5,2.5,5.0,2,,1.0,50.6,2.5,29.3,5.5,1.0,8.6,1.5,74.6,0.0,24.8,2.5,3.0,508278363,2.0,140304.0,5.0,NONE
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,13.0,4.0,4.5,4.5,1,0.07,2.0,38.7,1.0,42.2,4.0,2.0,23.4,2.0,62.9,0.5,35.5,4.5,3.0,5020453,1.5,36461.0,4.5,NONE
AADHARHFC,AADHARHFC,Financial Services,13.0,7.5,2.0,3.5,2,,2.5,25.8,3.0,18.7,7.5,1.0,8.9,1.0,75.3,0.0,24.7,2.0,2.0,481689,1.5,20223.0,3.5,NONE
GICRE,General Insurance Corporation of India,Financial Services,13.0,7.0,1.5,4.5,1,0.4,3.0,22.6,3.0,16.7,7.0,1.5,12.2,0.0,82.4,0.0,17.6,1.5,2.5,674557,2.0,67974.0,4.5,NONE
DELHIVERY,Delhivery Limited,Industrials,13.0,6.0,2.5,4.5,1,0.22,2.5,31.1,2.5,21.9,6.0,1.5,55.2,0.0,24.0,1.0,81.4,2.5,3.0,2957002,1.5,35620.0,4.5,NONE
NETWEB,Netweb Technologies India Limited,Technology,13.0,5.0,3.5,4.5,2,1.77,1.0,54.9,2.0,30.6,5.0,1.0,9.8,2.0,68.0,0.5,33.1,3.5,3.0,1719838,1.5,21868.0,4.5,HIGH_BETA
BERGEPAINT,Berger Paints India Limited,Basic Materials,13.0,6.5,2.5,4.0,2,,2.5,25.4,2.0,32.1,6.5,1.5,14.7,1.0,75.6,0.0,9.9,2.5,2.0,498516,2.0,62200.0,4.0,NONE
IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,13.0,5.5,3.0,4.5,2,,2.5,31.0,1.0,40.5,5.5,1.0,3.4,1.5,71.8,0.5,,3.0,3.0,9443106,1.5,35705.0,4.5,NONE
INFY,Infosys Limited,Technology,13.0,5.5,2.5,5.0,1,0.13,2.5,25.1,2.0,35.2,5.5,1.5,50.1,0.0,16.1,1.0,86.6,2.5,3.0,9426561,2.0,452860.0,5.0,NONE
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,13.0,7.0,1.5,4.5,2,0.59,2.0,38.0,3.0,18.6,7.0,1.0,89.1,0.0,0.5,0.5,27.7,1.5,2.5,911178,2.0,70250.0,4.5,NONE
COCHINSHIP,Cochin Shipyard Limited,Industrials,13.0,5.0,3.5,4.5,2,,2.0,42.3,1.0,49.8,5.0,1.0,7.3,2.0,67.9,0.5,32.1,3.5,3.0,2225578,1.5,41948.0,4.5,NONE
ATGL,Adani Total Gas Limited,Utilities,13.0,6.0,2.0,5.0,3,0.63,2.0,44.7,1.0,40.1,6.0,1.0,7.2,1.0,79.8,0.0,20.2,2.0,3.0,2329870,2.0,67776.0,5.0,NONE
AFFLE,Affle 3i Limited,Communication Services,13.0,4.5,5.0,3.5,1,0.15,2.5,31.6,1.0,40.9,4.5,2.0,28.3,2.0,60.1,1.0,43.7,5.0,2.0,306855,1.5,20774.0,3.5,NONE
KPRMILL,K.P.R. Mill Limited,Consumer Cyclical,13.0,5.0,4.5,3.5,1,0.19,2.0,38.3,2.0,34.6,5.0,2.0,21.9,2.0,67.5,0.5,32.5,4.5,2.0,459407,1.5,31630.0,3.5,NONE
GMDCLTD,Gujarat Mineral Development Corporation Limited,Energy,13.0,5.5,3.0,4.5,2,,1.0,54.8,2.5,25.5,5.5,1.0,2.7,1.5,74.1,0.5,26.0,3.0,3.0,5617085,1.5,20753.0,4.5,NONE
COHANCE,COHANCE,Healthcare,13.0,4.0,4.5,4.5,3,0.65,1.0,50.5,0.0,74.8,4.0,2.0,25.6,2.0,64.0,0.5,36.0,4.5,3.0,1568796,1.5,16206.0,4.5,SEVERE_DRAWDOWN
LLOYDSENT,Lloyds Enterprises Limited,Basic Materials,12.5,5.0,3.0,4.5,4,1.15,1.0,57.5,0.0,55.3,5.0,1.0,0.2,2.0,67.9,0.0,14.4,3.0,3.0,3971530,1.5,10762.0,4.5,SEVERE_DRAWDOWN
HITECH,Hi-Tech Pipes Limited,Basic Materials,12.5,5.0,4.0,3.5,2,0.5,2.0,39.6,1.0,42.1,5.0,1.5,13.2,1.5,45.4,1.0,54.6,4.0,3.0,1576679,0.5,1715.0,3.5,NONE
ELECON,Elecon Engineering Company Limited,Industrials,12.5,5.0,3.5,4.0,2,0.56,2.0,44.0,1.0,49.5,5.0,1.0,7.6,2.0,63.2,0.5,36.4,3.5,2.5,706016,1.5,10880.0,4.0,NONE
CDSL,Central Depository Services (India) Limited,Financial Services,12.5,5.5,2.5,4.5,1,0.27,2.5,34.2,2.0,37.5,5.5,1.5,14.3,0.0,0.0,1.0,84.1,2.5,3.0,2595438,1.5,24802.0,4.5,NONE
GOKULAGRO,Gokul Agro Resources Limited,Consumer Defensive,12.5,6.5,2.0,4.0,2,,2.0,45.9,2.5,29.6,6.5,1.0,2.6,1.0,79.1,0.0,19.4,2.0,3.0,1203740,1.0,7083.0,4.0,NONE
INDIAGLYCO,India Glycols Limited,Basic Materials,12.5,6.0,3.5,3.0,2,,2.0,40.7,2.0,30.0,6.0,1.0,3.3,2.0,63.9,0.5,33.8,3.5,2.0,237642,1.0,6832.0,3.0,NONE
EKC,Everest Kanto Cylinder Limited,Industrials,12.5,6.0,3.5,3.0,3,0.62,2.0,43.0,1.0,40.6,6.0,1.0,0.3,2.0,67.6,0.5,36.3,3.5,2.5,799492,0.5,1287.0,3.0,NONE
GREENPLY,Greenply Industries Limited,Basic Materials,12.5,6.0,4.0,2.5,3,0.78,2.0,39.0,1.0,47.2,6.0,2.0,38.7,1.5,48.1,0.5,37.5,4.0,2.0,417722,0.5,3176.0,2.5,NONE
PARKHOSPS,PARKHOSPS,Healthcare,12.5,7.0,1.0,4.5,2,,2.0,43.4,3.0,9.6,7.0,1.0,6.1,0.0,83.9,0.0,15.4,1.0,3.0,1640007,1.5,10559.0,4.5,NONE
FLUOROCHEM,Gujarat Fluorochemicals Limited,Basic Materials,12.5,6.0,4.0,2.5,1,-0.19,2.5,30.4,2.5,26.0,6.0,1.5,13.4,2.0,66.5,0.5,33.5,4.0,1.0,113367,1.5,40793.0,2.5,NONE
LLOYDSENGG,Lloyds Engineering Works Limited,Industrials,12.5,4.0,4.0,4.5,2,,2.0,47.9,0.0,53.7,4.0,1.0,1.3,2.0,58.7,1.0,42.0,4.0,3.0,6182450,1.5,10061.0,4.5,SEVERE_DRAWDOWN
DBL,Dilip Buildcon Limited,Industrials,12.5,7.0,2.5,3.0,3,0.69,2.0,36.4,2.0,32.9,7.0,1.0,6.3,1.0,76.1,0.5,26.2,2.5,2.0,331173,1.0,7172.0,3.0,NONE
GREENPANEL,Greenpanel Industries Limited,Basic Materials,12.5,5.0,5.0,2.5,2,,2.0,39.7,1.0,47.9,5.0,2.0,26.3,2.0,53.2,1.0,47.7,5.0,2.0,379734,0.5,2485.0,2.5,NONE
CLEAN,Clean Science and Technology Limited,Basic Materials,12.5,4.5,5.0,3.0,2,,2.5,34.0,0.0,57.4,4.5,2.0,25.6,2.0,55.2,1.0,44.4,5.0,2.0,438040,1.0,8148.0,3.0,SEVERE_DRAWDOWN
ESCORTS,Escorts Kubota Limited,Industrials,12.5,6.5,3.5,2.5,2,0.42,2.5,31.8,2.0,30.5,6.5,1.5,12.8,1.5,73.1,0.5,28.2,3.5,1.0,146304,1.5,33010.0,2.5,NONE
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,12.5,5.5,4.5,2.5,1,0.05,2.0,35.1,2.5,24.4,5.5,1.5,13.9,2.0,56.8,1.0,43.2,4.5,2.0,255072,0.5,2808.0,2.5,NONE
AIAENG,AIA Engineering Limited,Industrials,12.5,6.5,4.5,1.5,1,0.22,2.5,27.6,3.0,19.3,6.5,2.0,33.5,2.0,58.5,0.5,32.2,4.5,0.0,71915,1.5,35987.0,1.5,LOW_LIQUIDITY
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,12.5,4.5,4.0,4.0,1,-0.14,2.5,32.6,1.0,43.6,4.5,2.0,44.9,1.0,37.3,1.0,77.4,4.0,3.0,3973191,1.0,8808.0,4.0,NONE
CENTRALBK,Central Bank of India,Financial Services,12.5,7.0,1.0,4.5,2,0.45,2.5,26.7,2.5,22.3,7.0,1.0,4.0,0.0,89.3,0.0,7.6,1.0,3.0,8185794,1.5,30911.0,4.5,NONE
GRSE,Garden Reach Shipbuilders & Engineers Limited,Industrials,12.5,5.0,3.0,4.5,3,0.79,1.0,52.3,1.0,43.1,5.0,1.0,3.1,1.5,74.5,0.5,25.5,3.0,3.0,1922738,1.5,30768.0,4.5,NONE
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,12.5,5.5,4.0,3.0,1,0.14,2.5,28.5,2.0,33.4,5.5,1.5,16.0,1.5,43.4,1.0,56.7,4.0,2.0,364015,1.0,7558.0,3.0,NONE
CPPLUS,CPPLUS,Industrials,12.5,6.5,2.5,3.5,2,,2.0,44.1,2.5,20.4,6.5,1.5,14.2,1.0,79.2,0.0,18.9,2.5,2.0,448468,1.5,29029.0,3.5,NONE
BLUESTONE,BLUESTONE,Consumer Cyclical,12.5,4.0,5.0,3.5,2,,1.0,50.6,1.0,47.0,4.0,2.0,33.9,2.0,50.8,1.0,55.4,5.0,2.5,907517,1.0,7242.0,3.5,NONE
CAMPUS,Campus Activewear Limited,Consumer Cyclical,12.5,6.0,3.5,3.0,1,0.08,2.5,26.6,2.5,26.9,6.0,1.5,16.0,1.5,72.1,0.5,27.9,3.5,2.0,421083,1.0,7280.0,3.0,NONE
EUREKAFORB,Eureka Forbes Limited,Consumer Cyclical,12.5,5.5,4.0,3.0,1,0.04,2.5,31.3,2.0,34.8,5.5,1.5,12.0,2.0,65.1,0.5,35.2,4.0,2.0,215411,1.0,9903.0,3.0,NONE
MIRCELECTR,MIRC Electronics Limited,Consumer Cyclical,12.5,5.0,4.0,3.5,2,,1.0,67.0,2.0,34.5,5.0,2.0,25.9,1.5,40.7,0.5,30.0,4.0,3.0,1561226,0.5,1529.0,3.5,HIGH_VOLATILITY
DAVANGERE,Davangere Sugar Company Limited,Consumer Defensive,12.5,6.0,3.5,3.0,2,0.42,2.0,49.7,2.0,30.9,6.0,1.0,4.4,2.0,57.5,0.5,28.5,3.5,3.0,11833910,0.0,556.0,3.0,NONE
AEROFLEX,Aeroflex Industries Limited,Industrials,12.5,5.5,3.5,3.5,2,,1.0,53.9,2.5,26.6,5.5,1.0,2.2,2.0,69.8,0.5,31.9,3.5,3.0,2579670,0.5,4907.0,3.5,NONE
FCL,Fineotex Chemical Limited,Basic Materials,12.5,6.0,3.0,3.5,2,,2.0,46.5,2.0,40.0,6.0,1.0,1.6,2.0,67.8,0.0,24.2,3.0,3.0,6517664,0.5,2962.0,3.5,NONE
IKS,IKS,Healthcare,12.5,6.5,2.5,3.5,2,,2.5,34.7,2.0,31.3,6.5,1.0,9.1,1.5,73.4,0.0,24.2,2.5,2.0,315633,1.5,26740.0,3.5,NONE
DIACABS,Diamond Power Infrastructure Limited,Industrials,12.5,7.0,1.0,4.5,3,0.64,2.0,44.0,2.0,33.8,7.0,1.0,0.2,0.0,86.7,0.0,15.4,1.0,3.0,2728790,1.5,10352.0,4.5,NONE
ONESOURCE,ONESOURCE,Healthcare,12.5,5.0,4.0,3.5,2,,2.0,44.9,1.0,49.3,5.0,2.0,24.5,1.0,38.6,1.0,55.8,4.0,2.0,301561,1.5,21035.0,3.5,NONE
INTELLECT,Intellect Design Arena Limited,Technology,12.5,5.0,4.0,3.5,3,0.67,2.0,42.4,0.0,51.0,5.0,1.5,13.8,1.5,44.7,1.0,57.1,4.0,2.5,556585,1.0,9540.0,3.5,SEVERE_DRAWDOWN
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Basic Materials,12.5,6.0,2.5,4.0,2,,2.0,38.0,2.0,35.3,6.0,1.0,3.0,1.0,79.3,0.5,25.5,2.5,3.0,1244610,1.0,5162.0,4.0,NONE
INOXINDIA,INOX India Limited,Industrials,12.5,8.5,1.5,2.5,3,0.69,2.5,30.4,3.0,15.4,8.5,1.5,10.0,0.0,81.2,0.0,20.2,1.5,1.0,111013,1.5,13006.0,2.5,NONE
MOIL,MOIL Limited,Basic Materials,12.5,5.0,3.5,4.0,1,0.4,2.0,40.8,2.0,36.0,5.0,1.0,8.5,2.0,64.8,0.5,35.3,3.5,3.0,1087805,1.0,6246.0,4.0,NONE
MRF,MRF Limited,Consumer Cyclical,12.5,6.5,4.0,2.0,1,0.2,3.0,24.6,2.5,23.0,6.5,1.5,18.4,1.5,49.0,1.0,57.9,4.0,0.0,7435,2.0,54558.0,2.0,LOW_LIQUIDITY
FIVESTAR,Five-Star Business Finance Limited,Financial Services,12.5,5.0,3.0,4.5,3,0.78,2.0,40.2,0.0,56.5,5.0,2.0,41.8,0.0,26.1,1.0,69.9,3.0,3.0,1554684,1.5,13543.0,4.5,SEVERE_DRAWDOWN
DIXON,Dixon Technologies (India) Limited,Technology,12.5,4.0,4.0,4.5,1,-0.12,2.0,37.5,1.0,47.2,4.0,2.0,38.2,1.0,38.3,1.0,53.0,4.0,2.5,505313,2.0,66627.0,4.5,NONE
DCXINDIA,DCX Systems Limited,Industrials,12.5,5.0,4.0,3.5,3,0.61,2.0,47.7,0.0,55.7,5.0,1.0,4.0,2.0,53.5,1.0,44.3,4.0,3.0,1973667,0.5,2175.0,3.5,SEVERE_DRAWDOWN
ECLERX,eClerx Services Limited,Technology,12.5,4.0,5.0,3.5,1,0.37,2.0,43.1,1.0,43.9,4.0,2.0,30.3,2.0,57.9,1.0,43.6,5.0,2.0,269071,1.5,13821.0,3.5,NONE
AHLUCONT,Ahluwalia Contracts (India) Limited,Industrials,12.5,6.0,4.5,2.0,3,0.66,2.0,37.1,1.0,41.3,6.0,2.0,34.3,2.0,55.4,0.5,36.3,4.5,1.0,103356,1.0,5321.0,2.0,NONE
MUFIN,Mufin Green Finance Limited,Financial Services,12.5,5.5,3.5,3.5,1,-0.51,2.0,40.1,2.5,22.2,5.5,1.0,7.3,2.0,50.2,0.5,34.2,3.5,3.0,1148567,0.5,2233.0,3.5,NONE
KFINTECH,KFin Technologies Limited,Technology,12.5,5.5,2.5,4.5,1,-0.19,2.5,33.2,2.0,39.6,5.5,1.5,57.7,0.0,14.4,1.0,65.2,2.5,3.0,1120501,1.5,13951.0,4.5,NONE
EPACK,EPACK Durable Limited,Consumer Cyclical,12.5,5.0,4.0,3.5,3,1.44,2.0,48.7,0.0,51.1,5.0,1.0,4.9,2.0,53.3,1.0,49.9,4.0,3.0,1514758,0.5,2312.0,3.5,SEVERE_DRAWDOWN
INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,12.5,6.5,3.5,2.5,3,0.6,1.0,50.7,2.5,26.6,6.5,1.0,4.6,2.0,59.5,0.5,36.9,3.5,2.0,466526,0.5,1163.0,2.5,NONE
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,12.5,6.0,3.5,3.0,2,0.49,2.0,42.7,2.0,38.2,6.0,1.0,1.2,1.5,43.0,1.0,55.3,3.5,2.5,810661,0.5,2237.0,3.0,NONE
GREENLAM,Greenlam Industries Limited,Consumer Cyclical,12.5,6.5,4.0,2.0,2,0.41,2.0,36.9,2.5,26.6,6.5,1.5,12.2,2.0,67.9,0.5,26.2,4.0,1.0,117169,1.0,5950.0,2.0,NONE
HINDCOPPER,Hindustan Copper Limited,Basic Materials,12.5,4.0,3.5,5.0,2,,1.0,55.2,1.0,40.8,4.0,1.0,7.2,2.0,66.1,0.5,33.9,3.5,3.0,15875505,2.0,55145.0,5.0,NONE
GPTHEALTH,GPT Healthcare Limited,Healthcare,12.5,6.5,3.5,2.5,2,0.49,2.5,28.3,2.0,36.6,6.5,1.0,7.4,2.0,65.6,0.5,32.9,3.5,2.0,212581,0.5,1161.0,2.5,NONE
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Consumer Defensive,12.5,4.0,5.0,3.5,1,0.26,2.0,35.3,1.0,43.7,4.0,2.0,32.2,2.0,50.3,1.0,48.0,5.0,2.5,603257,1.0,5582.0,3.5,NONE
BBOX,Black Box Limited,Technology,12.5,6.5,2.5,3.5,2,0.47,2.0,43.7,2.5,24.5,6.5,1.0,3.4,1.0,75.3,0.5,29.3,2.5,2.0,464387,1.5,15597.0,3.5,NONE
LMW,LMW Limited,Industrials,12.5,6.5,4.5,1.5,2,0.4,2.5,29.9,2.0,31.9,6.5,1.5,11.9,2.0,58.4,1.0,41.8,4.5,0.0,4163,1.5,15556.0,1.5,LOW_LIQUIDITY
APLLTD,Alembic Pharmaceuticals Limited,Healthcare,12.5,6.5,3.5,2.5,2,,2.5,30.2,2.0,37.1,6.5,1.5,16.4,1.5,70.6,0.5,29.4,3.5,1.0,193225,1.5,15413.0,2.5,NONE
HYUNDAI,HYUNDAI,Consumer Cyclical,12.5,6.5,1.5,4.5,2,,2.5,30.0,2.0,39.8,6.5,1.5,12.0,0.0,82.5,0.0,16.5,1.5,2.5,882235,2.0,148305.0,4.5,NONE
DOMS,DOMS Industries Limited,Industrials,12.5,6.0,4.0,2.5,1,-0.26,2.5,30.4,2.5,27.7,6.0,2.0,24.0,1.5,70.4,0.5,29.6,4.0,1.0,129383,1.5,13737.0,2.5,NONE
GALLANTT,Gallantt Ispat Limited,Basic Materials,12.5,7.0,1.0,4.5,4,0.88,1.0,57.2,2.0,34.1,7.0,1.0,0.1,0.0,107.5,0.0,21.3,1.0,3.0,1035222,1.5,17973.0,4.5,NONE
DLF,DLF Limited,Real Estate,12.5,4.5,3.0,5.0,1,0.34,2.5,27.8,1.0,42.3,4.5,1.5,13.1,1.5,74.1,0.0,24.4,3.0,3.0,3382653,2.0,140288.0,5.0,NONE
ASAHIINDIA,Asahi India Glass Limited,Consumer Cyclical,12.5,5.5,3.5,3.5,1,0.27,2.0,35.6,2.5,26.4,5.5,1.0,9.4,2.0,67.4,0.5,33.1,3.5,2.0,354851,1.5,20895.0,3.5,NONE
CAPILLARY,CAPILLARY,Technology,12.5,5.0,4.0,3.5,2,,1.0,51.4,2.0,35.7,5.0,2.0,23.7,1.5,71.1,0.5,29.3,4.0,3.0,2064892,0.5,4184.0,3.5,NONE
IRFC,Indian Railway Finance Corporation Limited,Financial Services,12.5,6.5,1.0,5.0,2,,2.5,29.3,2.0,39.5,6.5,1.0,3.4,0.0,84.6,0.0,15.3,1.0,3.0,14348555,2.0,129195.0,5.0,NONE
CRAFTSMAN,Craftsman Automation Limited,Consumer Cyclical,12.5,6.0,5.0,1.5,1,0.23,2.0,36.5,3.0,19.4,6.0,2.0,35.2,2.0,50.3,1.0,47.2,5.0,0.0,69646,1.5,20188.0,1.5,LOW_LIQUIDITY
CAPITALSFB,Capital Small Finance Bank Limited,Financial Services,12.5,8.5,3.5,0.5,4,1.05,2.5,28.1,2.0,31.9,8.5,2.0,20.5,1.0,37.8,0.5,37.0,3.5,0.0,51321,0.5,1258.0,0.5,LOW_LIQUIDITY
JAINREC,JAINREC,Basic Materials,12.5,7.0,1.0,4.5,2,,2.0,46.5,3.0,19.9,7.0,1.0,6.8,0.0,81.8,0.0,17.6,1.0,3.0,3178012,1.5,19537.0,4.5,NONE
KPITTECH,KPIT Technologies Limited,Technology,12.5,3.5,4.5,4.5,1,-0.04,2.5,32.4,0.0,55.2,3.5,2.0,28.3,1.5,47.5,1.0,60.0,4.5,3.0,1261587,1.5,19157.0,4.5,SEVERE_DRAWDOWN
ICRA,ICRA Limited,Financial Services,12.5,6.5,5.0,1.0,1,0.22,3.0,20.2,2.5,27.9,6.5,2.0,25.2,2.0,63.9,1.0,48.0,5.0,0.0,6898,1.0,5201.0,1.0,LOW_LIQUIDITY
360ONE,360 One Wam Limited,Financial Services,12.5,6.0,2.0,4.5,1,0.39,2.5,30.0,2.5,25.5,6.0,1.0,74.0,0.0,17.9,1.0,64.0,2.0,3.0,1061784,1.5,44441.0,4.5,NONE
ERIS,Eris Lifesciences Limited,Healthcare,12.5,5.5,4.5,2.5,1,-0.12,2.5,29.8,2.0,31.2,5.5,2.0,21.0,2.0,68.0,0.5,31.3,4.5,1.0,147897,1.5,18996.0,2.5,NONE
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,12.5,5.5,4.0,3.0,2,0.56,2.5,26.8,1.0,44.3,5.5,1.5,17.3,2.0,68.9,0.5,31.1,4.0,2.0,480419,1.0,8053.0,3.0,NONE
OLAELEC,OLAELEC,Consumer Cyclical,12.0,3.0,4.5,4.5,2,,1.0,65.3,0.0,67.0,3.0,2.0,22.1,1.5,41.4,1.0,47.0,4.5,3.0,97751522,1.5,14978.0,4.5,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
JKPAPER,JK Paper Limited,Basic Materials,12.0,5.5,3.5,3.0,1,0.22,2.0,39.8,2.5,28.1,5.5,1.0,10.0,2.0,57.6,0.5,33.3,3.5,2.0,463914,1.0,6920.0,3.0,NONE
ENDURANCE,Endurance Technologies Limited,Consumer Cyclical,12.0,6.5,3.0,2.5,2,,2.0,35.5,2.5,27.6,6.5,2.0,20.1,1.0,75.0,0.0,18.2,3.0,1.0,152996,1.5,35848.0,2.5,NONE
HATHWAY,Hathway Cable and Datacom Limited,Communication Services,12.0,5.5,3.0,3.5,2,0.49,2.5,30.0,1.0,47.0,5.5,1.0,0.4,1.5,75.0,0.5,26.7,3.0,3.0,3072655,0.5,1814.0,3.5,NONE
ALANKIT,Alankit Limited,Technology,12.0,6.0,4.0,2.0,4,0.82,2.0,35.8,0.0,59.9,6.0,1.5,11.1,1.5,46.1,1.0,53.1,4.0,2.0,382157,0.0,241.0,2.0,SEVERE_DRAWDOWN
BHARATWIRE,Bharat Wire Ropes Limited,Basic Materials,12.0,5.0,4.0,3.0,2,0.59,1.0,55.6,2.0,31.7,5.0,1.5,19.6,1.5,47.7,1.0,50.9,4.0,2.5,556539,0.5,1563.0,3.0,NONE
BAJAJHFL,BAJAJHFL,Financial Services,12.0,6.0,1.0,5.0,2,,3.0,21.5,1.0,42.5,6.0,1.0,0.8,0.0,86.7,0.0,13.3,1.0,3.0,7469313,2.0,69836.0,5.0,NONE
IONEXCHANG,Ion Exchange (India) Limited,Industrials,12.0,5.5,4.0,2.5,2,0.46,2.5,34.0,1.0,44.0,5.5,1.5,18.8,1.5,44.5,1.0,63.1,4.0,2.0,258674,0.5,4796.0,2.5,NONE
PAGEIND,Page Industries Limited,Consumer Cyclical,12.0,6.0,4.5,1.5,1,0.01,3.0,22.8,2.0,38.3,6.0,2.0,40.9,1.5,46.7,1.0,51.7,4.5,0.0,24746,1.5,41069.0,1.5,LOW_LIQUIDITY
BDL,Bharat Dynamics Limited,Industrials,12.0,4.0,3.5,4.5,1,0.34,2.0,39.1,1.0,45.4,4.0,1.5,10.4,1.5,74.9,0.5,25.1,3.5,3.0,1913511,1.5,48584.0,4.5,NONE
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,12.0,6.5,3.0,2.5,1,0.25,2.5,33.1,3.0,12.5,6.5,2.0,37.1,0.0,29.4,1.0,70.6,3.0,1.0,199419,1.5,35905.0,2.5,NONE
CERA,Cera Sanitaryware Limited,Industrials,12.0,6.5,4.5,1.0,2,,2.5,27.4,2.0,35.8,6.5,2.0,23.8,2.0,57.0,0.5,32.2,4.5,0.0,22684,1.0,7266.0,1.0,LOW_LIQUIDITY
KRN,KRN,Technology,12.0,6.0,2.5,3.5,2,,2.0,48.3,2.0,37.4,6.0,1.0,4.9,1.0,75.2,0.5,26.6,2.5,2.5,813536,1.0,7288.0,3.5,NONE
IOB,Indian Overseas Bank,Financial Services,12.0,6.0,1.0,5.0,1,0.31,2.5,27.9,2.5,25.4,6.0,1.0,4.1,0.0,92.4,0.0,7.2,1.0,3.0,8840870,2.0,65068.0,5.0,NONE
