symbol,name,sector,market_cap_cr,avg_volume,current_price
ACL,Andhra Cements Limited,Basic Materials,514.41,38992,55.81
EMKAY,Emkay Global Financial Services Limited,Financial Services,512.62,43283,194.64
INTLCONV,International Conveyors Limited,Industrials,506.93,68492,79.48
GUJAPOLLO,Gujarat Apollo Industries Limited,Industrials,506.54,15383,390.55
HLVLTD,HLV Limited,Consumer Cyclical,506.31,416617,7.68
MUFTI,CREDO BRANDS MARKETING L,Consumer Cyclical,505.96,82958,77.4
GVKPIL,GVK Power & Infrastructure Limited,Utilities,505.35,448382,3.2
AMANTA,AMANTA HEALTHCARE LIMITED,Healthcare,502.57,133462,129.43
GFLLIMITED,GFL Limited,Financial Services,501.36,77606,45.64
EMAMIREAL,Emami Realty Limited,Real Estate,495.36,6212,95.2
ESSARSHPNG,Essar Shipping Limited,Industrials,494.56,280856,23.79
MANORG,Mangalam Organics Limited,Basic Materials,492.24,11258,574.75
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,491.6,19534,70.42
HTMEDIA,HT Media Limited,Communication Services,489.7,63722,21.17
ORIENTCER,Orient Ceratech Limited,Basic Materials,488.25,63015,40.81
DONEAR,Donear Industries Limited,Consumer Cyclical,488.18,40125,93.88
KRONOX,KRONOX LAB SCIENCES LTD,Basic Materials,488.1,46359,131.55
CHEMBONDCH,Chembond Chemicals Limited,Basic Materials,486.69,14204,180.95
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Consumer Cyclical,485.76,24812,52.55
BIRLACABLE,Birla Cable Limited,Technology,484.62,135197,161.54
KNAGRI,KN AGRI RESOURCES LIMITED,Consumer Defensive,484.23,25882,193.7
IRIS,IRIS RegTech Solutions Limited,Technology,483.44,34769,235.04
ABCOTS,A B COTSPIN INDIA LIMITED,Consumer Cyclical,481.4,66115,219.18
KANPRPLA,Kanpur Plastipack Limited,Consumer Cyclical,480.01,27446,199.9
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical,480.01,16102,111.1
ORIENTBELL,Orient Bell Limited,Industrials,475.3,21191,323.1
DICIND,DIC India Limited,Basic Materials,474.6,4240,517.05
KAMATHOTEL,Kamat Hotels (India) Limited,Consumer Cyclical,473.16,156218,160.5
HALEOSLABS,Haleos Labs Limited,Healthcare,473.05,3420,1564.7
EMAMIPAP,Emami Paper Mills Limited,Basic Materials,471.47,27297,77.93
HMVL,Hindustan Media Ventures Limited,Communication Services,470.49,6262,64.0
DIGISPICE,DiGiSPICE Technologies Limited,Financial Services,468.94,50576,20.0
DCI,DC Infotech and Communication Limited,Technology,466.91,8233,284.7
OCCLLTD,OCCL Limited,Basic Materials,462.09,77629,92.51
PANSARI,Pansari Developers Limited,Real Estate,461.99,4851,264.8
ARIES,Aries Agro Limited,Basic Materials,459.9,22633,353.65
KOTYARK,KOTYARK INDUSTRIES LTD,Basic Materials,459.73,71622,447.25
GICL,GLOBE INTL CARRIERS LTD,Industrials,449.61,671771,40.16
MGEL,Mangalam Global Enterprise Limited,Consumer Defensive,447.21,324697,13.57
EUROBOND,EURO PANEL PRODUCTS LTD,Industrials,445.9,21409,182.0
OMAXAUTO,Omax Autos Limited,Consumer Cyclical,440.81,190323,205.59
KOTHARIPRO,Kothari Products Limited,Industrials,435.12,7548,72.9
INSPIRISYS,Inspirisys Solutions Limited,Technology,430.48,38660,108.66
KANORICHEM,Kanoria Chemicals & Industries Limited,Basic Materials,429.99,51575,98.41
CYBERTECH,CyberTech Systems and Software Limited,Technology,429.07,120289,137.83
MIRZAINT,Mirza International Limited,Consumer Cyclical,427.87,88365,30.96
KRITINUT,Kriti Nutrients Limited,Consumer Defensive,427.38,18393,85.3
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,426.27,6228,254.55
GOKUL,Gokul Refoils & Solvent Limited,Consumer Defensive,424.89,191222,42.92
ORBTEXP,Orbit Exports Limited,Consumer Cyclical,424.68,7746,160.19
MAWANASUG,Mawana Sugars Limited,Consumer Defensive,420.51,77298,107.5
NIMBSPROJ,Nimbus Projects Limited,Unknown,419.43,207262,217.11
COASTCORP,Coastal Corporation Limited,Consumer Defensive,417.0,305276,62.26
BANSWRAS,Banswara Syntex Limited,Consumer Cyclical,412.29,25990,120.44
FOODSIN,Foods and Inns Limited,Consumer Defensive,412.22,97503,56.06
ALBERTDAVD,Albert David Limited,Healthcare,411.4,7240,720.85
AEPL,Artemis Electricals and Projects Limited,Industrials,409.44,26299,16.31
LORDSCHLO,Lords Chloro Alkali Limited,Basic Materials,408.49,8412,142.56
PAKKA,Pakka Limited,Basic Materials,406.96,70459,90.54
LIBERTSHOE,Liberty Shoes Ltd.,Consumer Cyclical,406.4,15479,238.5
NDLVENTURE,NDL Ventures Limited,Communication Services,405.41,14229,120.4
MANAKSTEEL,Manaksia Steels Limited,Basic Materials,403.82,16569,61.62
DREAMFOLKS,Dreamfolks Services Limited,Industrials,401.28,67546,75.33
BBTCL,B&B Triplewall Containers Limited,Consumer Cyclical,398.43,1771,194.25
MANAKSIA,Manaksia Limited,Industrials,397.99,17449,60.73
MBLINFRA,MBL Infrastructures Limited,Industrials,394.57,29062,25.55
MAZDA,Mazda Limited,Industrials,392.73,15209,196.12
IGCL,INDOGULF CROPSCIENCES LTD,Basic Materials,389.14,66036,61.55
NDL,Nandan Denim Limited,Consumer Cyclical,386.31,899315,2.68
HARRMALAYA,Harrisons Malayalam Limited,Consumer Defensive,385.98,12758,209.14
HCL-INSYS,HCL Infosystems Limited,Technology,384.52,195793,11.68
AFIL,AKME FINTRADE (INDIA) LTD,Financial Services,382.37,786188,8.96
KESORAMIND,Kesoram Industries Limited,Basic Materials,382.12,7385703,12.3
KRITI,Kriti Industries (India) Limited,Industrials,377.36,28541,71.61
MEDICAMEQ,Medicamen Biotech Limited,Healthcare,376.3,23074,277.45
DENORA,De Nora India Limited,Industrials,374.52,5545,705.5
GINNIFILA,Ginni Filaments Limited,Consumer Cyclical,373.09,108637,43.56
KAVDEFENCE,KAVVERI DFS & WIR TEC LTD,Technology,373.07,56146,62.05
KAYA,Kaya Limited,Consumer Defensive,371.64,10639,244.7
NRL,Nupur Recyclers Limited,Industrials,369.93,46989,53.56
IITL,Industrial Investment Trust Limited,Financial Services,368.4,96925,163.39
ORIENTPPR,Orient Paper & Industries Limited,Basic Materials,367.72,265224,17.33
MEDICO,Medico Remedies Limited,Healthcare,367.37,280443,44.27
GOACARBON,Goa Carbon Limited,Basic Materials,366.5,50809,400.5
3IINFOLTD,3i Infotech Limited,Technology,364.62,626842,17.58
DEVX,Dev Accelerator Limited,Real Estate,363.64,96599,40.32
MARKOLINES,MARKOLINES PAVEMENT TEC L,Industrials,362.71,799423,164.56
ATLANTAA,Atlantaa Limited,Industrials,362.27,157852,44.45
BEDMUTHA,Bedmutha Industries Limited,Basic Materials,361.74,5562,112.12
DBEIL,DEEPAK BUILDERS & ENG I L,Industrials,360.07,34168,77.3
MOLDTECH,Mold-Tek Technologies Limited,Industrials,359.03,139825,124.64
HILINFRA,HIGHWAY INFRASTRUCTURE L,Industrials,357.46,43269,49.84
ATALREAL,Atal Realtech Limited,Industrials,355.71,3944271,28.71
DCMSRIND,DCM Shriram Industries Limited,Consumer Defensive,353.54,152636,40.64
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Industrials,351.27,25647,26.79
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services,350.64,127212,166.07
MEGASTAR,Megastar Foods Limited,Consumer Defensive,346.72,39288,307.0
CPEDU,Career Point Edutech Ltd.,Consumer Defensive,338.52,2395,186.07
HPAL,HP Adhesives Limited,Basic Materials,338.19,297300,36.81
MODIRUBBER,Modi Rubber Limited,Real Estate,338.12,8880,135.03
APCL,Anjani Portland Cement Limited,Basic Materials,337.22,5716,114.8
ASHIMASYN,Ashima Limited,Real Estate,335.21,178121,17.49
AARTISURF,Aarti Surfactants Limited,Basic Materials,333.82,26076,394.35
GENUSPAPER,Genus Paper & Boards Limited,Basic Materials,331.18,53036,12.88
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,331.14,36581,201.33
AUTOIND,Autoline Industries Limited,Consumer Cyclical,330.97,107757,72.94
NILAINFRA,Nila Infrastructures Limited,Real Estate,324.96,262759,8.25
MAHEPC,Mahindra EPC Irrigation Limited,Industrials,322.41,23501,115.35
JKIPL,JINKUSHAL INDUSTRIES LTD,Industrials,321.67,20075,83.8
MANOMAY,Manomay Tex India Limited,Consumer Cyclical,320.58,24598,177.62
BELLACASA,Bella Casa Fashion & Retail Limited,Consumer Cyclical,320.16,5912,239.15
BAFNAPH,Bafna Pharmaceuticals Limited,Healthcare,320.07,3647,135.3
DJML,DJ Mediaprint & Logistics Limited,Industrials,311.94,13698,94.59
AVONMORE,Avonmore Capital & Management Services Limited,Financial Services,310.97,260906,11.02
OILCOUNTUB,Oil Country Tubular Limited,Energy,310.69,88544,59.76
NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,306.24,42536,160.92
AXITA,Axita Cotton Limited,Consumer Cyclical,301.02,542676,7.87
OMFREIGHT,OM FREIGHT FORWARDERS LTD,Industrials,300.65,111813,89.28
EXXARO,Exxaro Tiles Limited,Industrials,297.98,113024,6.66
DYNPRO,Dynemic Products Limited,Basic Materials,294.68,14417,237.1
APOLSINHOT,Apollo Sindoori Hotels Limited,Industrials,290.15,371,1115.8
NIPPOBATRY,Indo National Limited,Industrials,287.96,13993,383.95
DCMNVL,DCM Nouvelle Limited,Consumer Cyclical,287.71,9668,154.04
DELPHIFX,Delphi World Money Limited,Financial Services,287.21,260611,11.71
HALDER,Halder Venture Limited,Consumer Defensive,285.95,527,229.9
ASAHISONG,Asahi Songwon Colors Limited,Basic Materials,284.21,4982,241.12
KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited,Consumer Defensive,281.71,150774,24.65
GEEKAYWIRE,Geekay Wires Limited,Industrials,278.96,85523,26.69
AHLEAST,Asian Hotels (East) Limited,Consumer Cyclical,278.92,3982,161.3
BCONCEPTS,Brand Concepts Limited,Consumer Cyclical,277.17,7110,222.06
DIAMINESQ,Diamines and Chemicals Limited,Basic Materials,277.07,13980,275.6
AARON,Aaron Industries Limited,Industrials,275.51,6445,131.53
DPWIRES,D.P. Wires Limited,Industrials,275.08,10408,177.46
CINELINE,Cineline India Limited,Communication Services,274.41,29759,80.08
FCSSOFT,FCS Software Solutions Limited,Technology,273.53,780575,1.6
NURECA,Nureca Limited,Healthcare,272.96,12741,273.0
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,Industrials,270.77,29906,45.34
BPL,BPL Limited,Technology,269.91,52573,55.11
A2ZINFRA,A2Z Infra Engineering Limited,Industrials,266.64,233559,15.02
JAYSREETEA,Jay Shree Tea & Industries Limited,Consumer Defensive,261.37,44687,90.51
ALMONDZ,Almondz Global Securities Limited,Financial Services,259.43,50883,14.94
CORDSCABLE,Cords Cable Industries Limited,Industrials,259.0,78207,200.34
BALAJEE,SHREE TIRUPATI BALAJEE L,Consumer Cyclical,258.66,40374,31.71
KMSUGAR,K.M. Sugar Mills Limited,Consumer Defensive,257.6,172078,28.0
NOVAAGRI,Nova Agritech Limited,Basic Materials,254.31,78818,28.25
NDGL,Naga Dhunseri Group Limited,Financial Services,254.2,249,2542.0
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,251.5,72476,88.7
NECLIFE,Nectar Lifesciences Limited,Healthcare,246.71,249876,12.7
ELGIRUBCO,Elgi Rubber Company Limited,Consumer Cyclical,241.54,39643,48.26
DSFCL,DCM SHRIRAM FINE CHEM LTD,Basic Materials,240.97,90972,27.7
IVC,IL&FS Investment Managers Limited,Financial Services,240.55,177718,7.66
ALANKIT,Alankit Limited,Technology,240.52,130833,8.87
GLOBALVECT,Global Vectra Helicorp Limited,Industrials,240.21,10205,171.58
CHEMBOND,Chembond Material Technologies Limited,Basic Materials,239.19,6896,177.86
GSLSU,Global Surfaces Limited,Basic Materials,238.52,56685,56.28
AVG,AVG Logistics Limited,Industrials,238.44,21180,158.35
INTENTECH,Intense Technologies Limited,Technology,237.72,70738,101.78
PARSVNATH,Parsvnath Developers Limited,Real Estate,235.0,779951,5.4
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,232.65,116525,3.89
HITECHCORP,Hitech Corporation Limited,Consumer Cyclical,231.34,13258,134.69
ASMS,Avio Smart Market Stack Limited,Technology,230.56,957866,7.57
GRADIENTE,Gradiente Infotainment Limited,Communication Services,230.35,17159,6.93
CLEDUCATE,CL Educate Limited,Consumer Defensive,229.42,48532,42.31
AERONEU,Aeroflex Neu Limited,Consumer Cyclical,227.21,108874,88.08
GENCON,Generic Engineering Construction and Projects Limited,Industrials,226.63,51203,39.77
KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,225.43,1490,619.65
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,225.17,137902,34.36
CCHHL,Country Club Hospitality & Holidays Limited,Consumer Cyclical,222.97,21777,13.64
MARALOVER,Maral Overseas Limited,Consumer Cyclical,222.73,121584,53.66
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,221.61,13942,106.56
LYKALABS,Lyka Labs Limited,Healthcare,219.92,16626,61.62
DRCSYSTEMS,DRC Systems India Limited,Technology,219.87,45876,15.26
GOLDTECH,AION-TECH Solutions Limited,Technology,218.29,30906,41.68
AIRAN,Airan Limited,Technology,212.16,98901,16.97
INDOUS,Indo Us Bio-Tech Limited,Basic Materials,211.01,13419,105.23
KOTARISUG,Kothari Sugars and Chemicals Limited,Consumer Defensive,208.88,42785,25.2
MURUDCERA,Murudeshwar Ceramics Ltd.,Industrials,205.37,30558,33.92
NITIRAJ,Nitiraj Engineers Limited,Technology,204.95,812,199.93
KHADIM,Khadim India Limited,Consumer Cyclical,204.75,152113,111.41
GILLANDERS,Gillanders Arbuthnot and Company Limited,Consumer Defensive,200.62,18505,94.0
FILATFASH,Filatex Fashions Limited,Consumer Cyclical,200.02,40799162,0.24
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,193.62,11897,84.77
MKPL,M. K. Proteins Limited,Consumer Defensive,193.14,297028,5.12
BASML,Bannari Amman Spinning Mills Ltd,Consumer Cyclical,191.65,71578,23.98
AFFORDABLE,Affordable Robotic & Automation Limited,Industrials,191.24,13965,161.37
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical,186.91,5874,175.99
AARVI,Aarvi Encon Limited,Industrials,185.43,9667,125.2
AUSOMENT,AuSom Enterprise Limited,Financial Services,185.2,15910,135.94
ASPINWALL,Aspinwall and Company Limited,Consumer Defensive,182.95,2537,234.0
BYKE,The Byke Hospitality Limited,Consumer Cyclical,182.25,40353,34.86
ESSENTIA,Integra Essentia Limited,Consumer Defensive,181.51,5334888,1.7
ARVEE,Arvee Laboratories (India) Ltd.,Basic Materials,180.18,935,163.5
LANCORHOL,Lancor Holdings Limited,Real Estate,179.76,32269,24.44
BAIDFIN,Baid Finserv Limited,Financial Services,179.52,173054,11.59
KAMOPAINTS,Kamdhenu Ventures Limited,Basic Materials,178.65,207917,5.43
NIRAJ,Niraj Cement Structurals Limited,Industrials,178.43,99154,29.89
CPCAP,CP Capital Limited,Financial Services,175.68,7840,96.53
MCL,M Tek Copper Limited,Basic Materials,175.67,37080,64.72
ISHANCH,Ishan Dyes and Chemicals Limited,Basic Materials,171.97,17487,62.93
BHARATGEAR,Bharat Gears Limited,Consumer Cyclical,170.64,29197,111.13
BRNL,Bharat Road Network Limited,Industrials,170.0,46374,20.25
GULFPETRO,GP Petroleums Limited,Energy,169.06,32400,33.16
IVP,IVP Limited,Basic Materials,166.83,24724,161.56
INCREDIBLE,Incredible Industries Limited,Basic Materials,165.08,8112,35.3
ARCHIDPLY,Archidply Industries Limited,Basic Materials,165.02,10413,82.5
EMMBI,Emmbi Industries Limited,Consumer Cyclical,163.25,47216,84.85
DGCONTENT,Digicontent Limited,Communication Services,162.93,7735,28.08
KRITIKA,Kritika Wires Limited,Basic Materials,162.43,141981,6.1
DEVIT,Dev Information Technology Limited,Technology,162.05,74973,28.75
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,161.32,20481,31.84
INDOWIND,Indowind Energy Limited,Utilities,161.16,182880,10.01
MODTHREAD,Modern Threads (India) Limited,Consumer Cyclical,160.0,1339,46.01
CENTEXT,Century Extrusions Limited,Basic Materials,159.92,117807,19.99
AKSHARCHEM,AksharChem (India) Limited,Basic Materials,159.46,2269,198.5
METROGLOBL,MetroGlobal Limited,Industrials,159.13,1882,129.01
NATCAPSUQ,Natural Capsules Limited,Healthcare,158.08,3049,152.2
AMJLAND,AMJ Land Holdings Limited,Real Estate,157.6,19208,38.44
DCM,DCM Limited,Industrials,156.07,14888,83.56
MAHESHWARI,Maheshwari Logistics Limited,Industrials,154.56,7702,52.22
HPIL,Hindprakash Industries Limited,Basic Materials,153.07,1041,133.99
EQUIPPP,Equippp Social Impact Technologies Limited,Technology,152.79,7346,14.82
NECCLTD,North Eastern Carrying Corporation Limited,Industrials,150.0,37124,15.0
KEYFINSERV,Keynote Financial Services Limited,Financial Services,149.44,2521,268.45
ALPA,Alpa Laboratories Limited,Healthcare,148.86,15110,70.75
LAGNAM,Lagnam Spintex Limited,Consumer Cyclical,147.85,32810,83.68
INDBANK,Indbank Merchant Banking Services Limited,Financial Services,147.42,29799,33.22
CUBEXTUB,Cubex Tubings Limited,Basic Materials,145.88,445772,101.88
DTIL,Dhunseri Tea & Industries Limited,Consumer Defensive,144.05,3161,137.09
CROWN,Crown Lifters Limited,Industrials,143.45,17281,127.81
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Services,143.0,39971,50.74
BALAXI,Balaxi Pharmaceuticals Limited,Healthcare,142.88,34048,25.88
MITCON,MITCON Consultancy & Engineering Services Limited,Industrials,142.34,11788,80.51
LATTEYS,Latteys Industries Limited,Industrials,141.38,659520,24.59
CALSOFT,California Software Company Limited,Technology,140.66,253571,22.75
ALPHAGEO,Alphageo (India) Limited,Energy,139.55,20601,219.26
AVROIND,Avro India Limited,Consumer Cyclical,138.33,227500,10.31
MAGNUM,Magnum Ventures Limited,Basic Materials,138.05,44984,20.18
BROOKS,Brooks Laboratories Limited,Healthcare,137.3,89443,46.61
NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,136.23,13315,87.64
NARMADA,Narmada Agrobase Limited,Basic Materials,135.09,390415,35.61
GANGESSECU,Ganges Securities Limited,Consumer Defensive,132.63,3347,132.58
HECPROJECT,HEC Infra Projects Limited,Industrials,132.16,21390,121.94
FELDVR,Future Enterprises Limited,Consumer Cyclical,131.49,2158,2.66
CORALFINAC,Coral India Finance and Housing Limited,Real Estate,130.94,10732,32.49
ISFT,IntraSoft Technologies Limited,Consumer Cyclical,130.53,19451,80.02
BCPL,BCPL Railway Infrastructure Limited,Industrials,128.77,40539,77.0
BSL,BSL Limited,Consumer Cyclical,127.86,3055,124.23
AARTECH,Aartech Solonics Limited,Industrials,127.37,140118,40.09
BALPHARMA,Bal Pharma Limited,Healthcare,126.94,37998,79.73
AIROLAM,Airo Lam Limited,Consumer Cyclical,126.6,1832,84.39
INDIANCARD,The Indian Card Clothing Company Limited,Consumer Cyclical,122.76,2839,206.62
LANDSMILL,Landsmill Green Limited,Industrials,122.73,3269345,0.87
ANIKINDS,Anik Industries Limited,Consumer Defensive,122.31,5761,44.07
LAL,Lorenzini Apparels Limited,Consumer Cyclical,122.3,38514,7.08
KREBSBIO,Krebs Biochemicals & Industries Limited,Healthcare,120.95,1715,56.1
MUKTAARTS,Mukta Arts Limited,Communication Services,120.7,3897,53.44
AAATECH,AAA Technologies Limited,Technology,120.03,26623,93.58
JOCIL,Jocil Limited,Basic Materials,119.99,1210,135.11
BTML,Bodhi Tree Multimedia Limited,Communication Services,119.56,341422,6.58
HINDCON,Hindcon Chemicals Limited,Basic Materials,119.53,23492,23.35
GTL,GTL Limited,Communication Services,118.92,236212,7.56
BHANDARI,Bhandari Hosiery Exports Limited,Consumer Cyclical,116.53,938663,3.5
OBCL,OBCL Limited,Industrials,114.1,7239,54.12
LOYALTEX,Loyal Textile Mills Limited,Consumer Cyclical,110.92,227,230.3
HILTON,Hilton Metal Forging Limited,Industrials,110.86,259360,21.54
GVPTECH,GVP Infotech Limited,Technology,110.8,67125,6.72
OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,110.31,64295,12.06
LAMBODHARA,Lambodhara Textiles Limited,Consumer Cyclical,109.97,14149,105.97
GLOBE,Globe Enterprises (India) Limited,Consumer Cyclical,109.0,178768,2.42
AKSHOPTFBR,Aksh Optifibre Limited,Technology,108.52,114655,6.67
PAR,Par Drugs and Chemicals Limited,Healthcare,107.41,8376,87.29
DUCON,Ducon Infratechnologies Limited,Industrials,107.23,225414,3.3
LOVABLE,Lovable Lingerie Limited,Consumer Cyclical,107.02,7679,72.31
COMPUSOFT,Compucom Software Limited,Consumer Defensive,106.82,19898,13.5
GROBTEA,The Grob Tea Company Limited,Consumer Defensive,104.67,91,900.5
INVENTURE,Inventure Growth & Securities Limited,Financial Services,103.95,862961,0.99
BAGFILMS,B.A.G. Films and Media Limited,Communication Services,103.24,126053,4.97
MOKSH,Moksh Ornaments Limited,Consumer Cyclical,102.26,101558,12.21
BEARDSELL,Beardsell Limited,Industrials,102.14,17866,25.9
PALASHSECU,Palash Securities Limited,Consumer Defensive,101.2,3146,101.17
FIBERWEB,Fiberweb (India) Limited,Consumer Cyclical,99.91,23339,34.7
GOYALALUM,Goyal Aluminiums Limited,Basic Materials,98.63,70137,6.91
JETFREIGHT,Jet Freight Logistics Limited,Industrials,98.28,292287,21.18
ARTNIRMAN,Art Nirman Limited,Real Estate,95.78,866,38.38
DBSTOCKBRO,DB (International) Stock Brokers Limited,Financial Services,95.55,8170,27.3
KAKATCEM,Kakatiya Cement Sugar and Industries Limited,Basic Materials,95.35,2503,122.66
HDIL,Housing Development and Infrastructure Limited,Real Estate,95.27,130712,2.01
BVCL,Barak Valley Cements Limited,Basic Materials,93.47,16372,42.18
DIGJAMLMTD,Digjam Limited,Consumer Cyclical,93.26,5075,46.63
MOTOGENFIN,The Motor & General Finance Limited,Real Estate,92.24,8169,23.64
CURAA,CURA TECHNOLOGIES LIMITED,Technology,91.53,1136,92.45
LPDC,Landmark Property Development Company Limited,Real Estate,91.22,99301,6.8
CINEVISTA,Cinevista Limited,Communication Services,90.92,28681,15.83
BANKA,Banka BioLoo Limited,Industrials,90.8,3950,83.5
KOHINOOR,Kohinoor Foods Limited,Consumer Defensive,90.49,70342,24.41
NAVKARURB,Navkar Urbanstructure Limited,Basic Materials,89.77,1198239,0.8
AAKASH,Aakash Exploration Services Limited,Energy,89.1,274900,8.8
NOIDATOLL,Noida Toll Bridge Company Limited,Industrials,88.26,1032297,4.74
AMDIND,AMD Industries Limited,Consumer Cyclical,87.17,8848,45.48
DIGIDRIVE,Digidrive Distributors Limited,Consumer Cyclical,87.09,16973,22.64
ACCURACY,Accuracy Shipping Limited,Industrials,86.27,331418,5.73
ATAM,Atam Valves Limited,Industrials,83.32,12953,72.69
BLBLIMITED,BLB Limited,Financial Services,83.16,49449,15.73
HISARMETAL,Hisar Metal Industries Limited,Basic Materials,83.1,1670,153.89
ODIGMA,Odigma Consultancy Solutions Limited,Communication Services,83.02,14052,26.56
NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical,82.28,13277,26.33
ONELIFECAP,Onelife Capital Advisors Limited,Financial Services,80.14,316627,21.45
LCCINFOTEC,LCC Infotech Limited,Consumer Defensive,79.74,66197,4.73
NIBL,NRB Industrial Bearings Limited,Industrials,79.65,66851,32.87
ENERGYDEV,Energy Development Company Limited,Utilities,78.8,36293,16.59
BONLON,Bonlon Industries Limited,Basic Materials,78.2,23988,47.73
OSIAHYPER,Osia Hyper Retail Limited,Consumer Cyclical,78.01,1482892,4.74
IL&FSTRANS,IL&FS Transportation Networks Limited,Industrials,77.63,68160,2.36
BANARBEADS,Banaras Beads Limited,Consumer Cyclical,76.45,1678,115.21
HGM,Handson Global Management (HGM) Limited,Technology,74.57,3945,59.21
JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,74.21,39345,8.49
NGIL,Nakoda Group of Industries Limited,Consumer Defensive,73.47,53202,41.24
AJOONI,Ajooni Biotech Limited,Consumer Defensive,72.0,194896,4.18
PARASPETRO,Paras Petrofils Limited,Consumer Cyclical,69.85,64706,2.09
GATECH,GACM Technologies Limited,Financial Services,69.79,18692417,0.54
ANSALAPI,Ansal Properties & Infrastructure Limited,Real Estate,69.73,23948,4.43
KSR,KSR Footwear Limited,Consumer Cyclical,69.64,36843,37.89
ORCHASP,Orchasp Limited,Technology,68.94,212729,1.99
ALKALI,Alkali Metals Limited,Basic Materials,66.86,7523,65.66
KHAITANLTD,Khaitan (India) Limited,Industrials,66.83,5561,133.11
ANMOL,Anmol India Limited,Energy,66.42,36754,11.67
DELTAMAGNT,Delta Manufacturing Limited,Consumer Cyclical,66.33,3871,61.13
FMNL,Future Market Networks Limited,Real Estate,65.94,173269,10.36
GATECHDVR,GACM Technologies Limited,Financial Services,65.91,3762248,0.51
ORIENTLTD,Orient Press Limited,Consumer Cyclical,65.7,3656,65.7
ATLASCYCLE,Atlas Cycles (Haryana) Limited,Consumer Cyclical,65.6,8778,100.86
DAMODARIND,Damodar Industries Limited,Consumer Cyclical,65.24,8174,28.0
AGRITECH,Agri-tech (India) Limited,Consumer Defensive,64.14,4315,107.98
CTE,Cambridge Technology Enterprises Limited,Technology,62.31,5496,32.37
AGROPHOS,Agro Phos (India) Limited,Basic Materials,61.78,16012,30.47
ICDSLTD,ICDS Limited,Real Estate,59.61,346,45.76
BALKRISHNA,Balkrishna Paper Mills Limited,Consumer Cyclical,59.28,7428,18.4
KARMAENG,Karma Energy Limited,Utilities,58.23,4766,50.33
HYBRIDFIN,Hybrid Financial Services Limited,Financial Services,57.46,7099,19.52
GAYAHWS,Gayatri Highways Limited,Industrials,56.8,283595,2.37
ADROITINFO,Adroit Infotech Limited,Technology,55.72,80011,9.73
MALUPAPER,Malu Paper Mills Limited,Basic Materials,55.71,14481,31.88
BLUECOAST,Blue Coast Hotels Limited,Consumer Cyclical,55.7,4283,32.4
AHLADA,Ahlada Engineers Limited,Industrials,55.17,9661,42.7
DHRUV,Dhruv Consultancy Services Limited,Industrials,54.53,8764,28.75
BIOFILCHEM,Biofil Chemicals and Pharmaceuticals Limited,Healthcare,53.12,11839,32.64
JAIPURKURT,Nandani Creation Limited,Consumer Cyclical,52.29,10055,30.29
BANG,Bang Overseas Limited,Consumer Cyclical,51.35,7271,37.87
ARCHIES,Archies Limited,Consumer Cyclical,50.53,29801,14.96
CELEBRITY,Celebrity Fashions Limited,Consumer Cyclical,50.48,26804,7.82
AKI,AKI India Limited,Consumer Cyclical,50.47,178847,4.89
DANGEE,Dangee Dums Limited,Consumer Cyclical,50.35,105652,3.27
ORIENTALTL,Oriental Trimex Limited,Industrials,48.0,59559,6.53
PALREDTEC,Palred Technologies Limited,Technology,47.74,4286,39.03
MANGALAM,Mangalam Drugs & Organics Limited,Healthcare,47.41,17194,29.95
GOLDENTOBC,Golden Tobacco Limited,Consumer Defensive,45.01,1584,25.46
AKASH,Akash Infra-Projects Limited,Industrials,44.99,6723,26.68
MASKINVEST,Mask Investments Limited,Financial Services,44.91,499,147.16
CEREBRAINT,Cerebra Integrated Technologies Limited,Industrials,44.11,194699,3.64
CAPTRUST,Capital Trust Limited,Financial Services,44.04,5047,13.0
MANUGRAPH,Manugraph India Limited,Industrials,43.56,7137,13.9
ABMINTLLTD,ABM International Limited,Basic Materials,43.12,417,45.83
HBSL,HB Stockholdings Limited,Financial Services,43.0,2760,60.25
