symbol,name,sector,fundamental_score,valuation_score,growth_score,quality_score,health_score,pe_ratio,pe_discount_pct,revenue_growth,earnings_growth,roe
DABUR,Dabur India Limited,Consumer Defensive,9,0,4,3,2,43.8743,0.0,0.073,0.152,0.16239999
HEIDELBERG,HeidelbergCement India Limited,Basic Materials,9,3,6,0,0,24.954397,0.0,0.058,2.0,
LUMAXIND,Lumax Industries Limited,Consumer Cyclical,9,1,8,0,0,30.395992,0.0,0.187,0.39,
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,9,3,5,1,0,26.605263,0.0,0.046,0.661,0.094119996
CLEAN,Clean Science and Technology Limited,Basic Materials,9,0,0,4,5,33.21707,0.0,-0.044,-0.214,0.15309
BAJAJHCARE,Bajaj HealthCare Limited,Healthcare,9,7,0,0,2,17.572664,50.2,-0.009,,0.042659998
LTFOODS,LT Foods Limited,Consumer Defensive,9,1,8,0,0,22.72904,0.0,0.238,0.707,
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,9,0,7,2,0,72.47067,0.0,0.107,0.266,
JLHL,Jupiter Life Line Hospitals Limited,Healthcare,9,0,5,2,2,46.075024,0.0,0.199,0.12,0.13391
HAVELLS,Havells India Limited,Industrials,9,0,5,2,2,44.849834,0.0,0.025,0.396,0.18969999
NESCO,Nesco Limited,Industrials,9,4,3,2,0,21.232098,27.4,0.153,-0.048,
NBCC,NBCC (India) Limited,Industrials,9,0,6,0,3,38.768593,0.0,0.095,0.392,
KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,9,0,6,2,1,44.643406,0.0,0.215,0.212,0.16819
GOLDTECH,AION-TECH Solutions Limited,Technology,9,4,5,0,0,27.064936,0.0,0.836,,
ISFT,IntraSoft Technologies Limited,Consumer Cyclical,9,8,1,0,0,10.446475,61.8,0.065,-0.036,
ORIENTELEC,Orient Electric Limited,Consumer Cyclical,9,0,7,1,1,47.353806,0.0,0.104,0.295,0.13179
METROBRAND,Metro Brands Limited,Consumer Cyclical,9,0,8,1,0,72.44725,0.0,0.154,0.358,
IMPAL,India Motor Parts & Accessories Limited,Consumer Cyclical,9,8,0,1,0,14.576222,46.7,,,
BALAJITELE,Balaji Telefilms Limited,Communication Services,9,7,0,2,0,16.62623,39.5,-0.554,,
CLEDUCATE,CL Educate Limited,Consumer Defensive,9,3,5,0,1,,0.0,0.316,,-0.08287
CCHHL,Country Club Hospitality & Holidays Limited,Consumer Cyclical,9,4,5,0,0,26.7451,0.0,0.427,,
IKIO,IKIO Technologies Limited,Technology,9,2,5,0,2,32.04312,0.0,0.519,,0.07095
AIIL,Authum Investment & Infrastructure Limited,Financial Services,9,7,0,2,0,11.805231,35.8,-0.421,-0.701,
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services,9,2,5,2,0,27.678335,0.0,0.446,0.038,
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,9,0,5,3,1,43.663662,0.0,0.136,0.208,0.25314
COROMANDEL,Coromandel International Limited,Basic Materials,9,2,3,2,2,28.167273,0.0,0.204,-0.758,0.15587
NCC,NCC Limited,Industrials,9,8,0,0,1,13.972174,52.2,0.02,-0.188,0.093219995
HPIL,Hindprakash Industries Limited,Basic Materials,9,2,7,0,0,139.57292,0.0,0.113,0.462,
GOACARBON,Goa Carbon Limited,Basic Materials,9,2,5,0,2,,0.0,0.521,,-0.24976
MSTCLTD,MSTC Limited,Industrials,9,6,1,2,0,13.718324,53.1,0.09,-0.795,
LINDEINDIA,Linde India Limited,Basic Materials,9,0,7,2,0,106.381134,0.0,0.131,6.764,
INDBANK,Indbank Merchant Banking Services Limited,Financial Services,9,3,2,2,2,21.025316,0.0,0.144,0.038,0.073709995
BBTCL,B&B Triplewall Containers Limited,Consumer Cyclical,9,4,5,0,0,19.156805,29.9,0.261,,
ALICON,Alicon Castalloy Limited,Industrials,9,3,6,0,0,30.025055,0.0,0.097,3.188,
NDLVENTURE,NDL Ventures Limited,Communication Services,9,0,5,2,2,463.07693,0.0,,0.251,0.01526
BHARATWIRE,Bharat Wire Ropes Limited,Basic Materials,9,5,3,1,0,20.414875,16.7,-0.117,0.22,
CIPLA,Cipla Limited,Healthcare,9,4,0,2,3,29.847853,15.4,-0.038,-0.546,0.11736
GODIGIT,GODIGIT,Financial Services,9,0,8,1,0,52.930157,0.0,0.226,0.289,0.117089994
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,9,5,1,1,2,22.627314,22.6,0.094,-0.044,0.14136
JOCIL,Jocil Limited,Basic Materials,9,6,3,0,0,19.58116,20.1,0.194,,
IMFA,Indian Metals and Ferro Alloys Limited,Basic Materials,9,2,6,1,0,21.646387,0.0,0.093,0.406,
DELTACORP,Delta Corp Limited,Consumer Cyclical,9,6,0,1,2,21.73981,20.4,-0.117,-0.901,0.0347
BALAJEE,BALAJEE,Consumer Cyclical,9,6,3,0,0,20.069618,26.5,0.198,-0.972,
KAMAHOLD,KAMA Holdings Limited,,9,3,6,0,0,,0.0,0.064,0.591,
ONGC,Oil and Natural Gas Corporation Limited,Energy,9,6,3,0,0,9.902415,28.0,0.008,0.162,
GAUDIUMIVF,GAUDIUMIVF,Healthcare,9,1,6,2,0,32.478916,0.0,0.699,0.073,
EASTSILK,Eastern Silk Industries Limited,Consumer Cyclical,9,3,5,1,0,967.5,0.0,0.615,,
AWFIS,AWFIS,Industrials,9,1,8,0,0,39.05405,0.0,0.202,0.399,
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,9,0,3,5,1,50.247677,0.0,0.043,0.214,0.21603
DDEVPLSTIK,Ddev Plastiks Industries Limited,Basic Materials,9,7,2,0,0,12.56237,48.7,0.109,0.031,
INDIACEM,The India Cements Limited,Basic Materials,9,3,5,0,1,,0.0,0.026,2.764,-0.00662
KUANTUM,Kuantum Papers Limited,Basic Materials,9,8,1,0,0,12.7252035,48.1,0.072,-0.533,
LICI,Life Insurance Corporation of India,Financial Services,9,6,3,0,0,9.532984,48.1,0.161,,
FIEMIND,Fiem Industries Limited,Consumer Cyclical,9,1,8,0,0,23.419744,0.0,0.162,0.348,
GRASIM,Grasim Industries Limited,Basic Materials,9,2,7,0,0,44.051052,0.0,0.274,0.141,
GANESHHOU,Ganesh Housing Limited,Real Estate,9,7,0,2,0,13.622814,46.4,-0.645,-0.666,
NRAIL,N R Agarwal Industries Limited,Basic Materials,9,3,5,0,1,34.35907,0.0,0.301,,0.054970004
AXISBANK,Axis Bank Limited,Financial Services,9,5,1,3,0,14.727877,19.9,-0.112,0.064,0.13152
DENTA,DENTA,Industrials,9,7,0,2,0,10.707008,63.4,0.042,-0.312,
HINDALCO,Hindalco Industries Limited,Basic Materials,9,7,2,0,0,14.770998,39.7,0.139,-0.451,
AARTIIND,Aarti Industries Limited,Basic Materials,9,2,7,0,0,40.333042,0.0,0.132,0.434,0.07249
NTPC,NTPC Limited,Utilities,9,7,1,1,0,21.885384,34.5,0.08,-0.016,
DMART,Avenue Supermarts Limited,Consumer Defensive,9,0,6,1,2,95.23051,0.0,0.189,0.196,0.12944001
EPL,EPL Limited,Consumer Cyclical,9,7,2,0,0,17.20943,37.0,0.133,-0.127,
ARROWGREEN,Arrow Greentech Limited,Consumer Cyclical,9,6,0,2,1,14.183555,48.1,0.017,0.034,
AFFLE,Affle 3i Limited,Communication Services,9,0,6,2,1,45.65997,0.0,0.192,0.189,
HPL,HPL Electric & Power Limited,Industrials,9,5,4,0,0,22.993378,21.4,0.208,0.075,
DANGEE,Dangee Dums Limited,Consumer Cyclical,9,1,8,0,0,,0.0,0.153,1.355,
ARKADE,ARKADE,Real Estate,9,7,0,2,0,14.424242,43.3,-0.124,-0.286,
BRITANNIA,Britannia Industries Limited,Consumer Defensive,9,0,4,4,1,51.280594,0.0,0.079,0.211,0.53314
COFFEEDAY,Coffee Day Enterprises Limited,Consumer Cyclical,9,8,1,0,0,13.614526,50.2,0.07,,
EMKAY,Emkay Global Financial Services Limited,Financial Services,9,2,5,0,2,28.581497,0.0,0.961,-0.375,0.044460002
HERITGFOOD,Heritage Foods Limited,Consumer Defensive,9,5,2,1,1,18.722382,22.2,0.104,-0.367,0.14436
JYOTICNC,Jyoti CNC Automation Limited,Industrials,9,0,7,2,0,45.459507,0.0,0.281,0.102,
IFBAGRO,IFB Agro Industries Limited,Consumer Defensive,9,6,3,0,0,18.97451,21.2,0.159,-0.354,
EIEL,EIEL,Industrials,9,7,0,2,0,16.175734,44.7,0.01,-0.112,
CARYSIL,Carysil Limited,Consumer Cyclical,9,2,6,1,0,29.157143,0.0,0.096,0.696,
AUTOAXLES,Automotive Axles Limited,Consumer Cyclical,9,7,1,0,1,16.286018,40.4,0.059,-0.02,
BLUECOAST,Blue Coast Hotels Limited,Consumer Cyclical,9,4,5,0,0,26.77686,0.0,20.456,,
OSWALPUMPS,OSWALPUMPS,Industrials,9,2,5,2,0,44.825375,0.0,0.319,0.021,
INDOAMIN,Indo Amines Limited,Basic Materials,9,7,2,0,0,12.941116,47.2,0.072,0.066,
NRBBEARING,NRB Bearings Limited,Consumer Cyclical,9,2,2,3,2,23.5346,0.0,0.13,,0.15174
JKIL,J. Kumar Infraprojects Limited,Industrials,8,8,0,0,0,9.560503,67.3,-0.122,-0.161,
DWARKESH,Dwarikesh Sugar Industries Limited,Consumer Defensive,8,3,5,0,0,39.504673,0.0,0.04,0.431,
DPWIRES,D.P. Wires Limited,Industrials,8,6,0,0,2,22.463291,23.2,-0.384,-0.316,
GLOBECIVIL,GLOBECIVIL,Industrials,8,8,0,0,0,17.573645,39.9,,,
INOXWIND,Inox Wind Limited,Industrials,8,2,5,1,0,34.864964,0.0,0.325,-0.18,
HUHTAMAKI,Huhtamaki India Limited,Consumer Cyclical,8,8,0,0,0,10.574169,61.3,0.041,-0.02,
BEDMUTHA,Bedmutha Industries Limited,Basic Materials,8,2,5,0,1,,0.0,0.446,,-0.00035999998
NSLNISP,NMDC Steel Limited,Basic Materials,8,3,5,0,0,,0.0,0.419,,
ICRA,ICRA Limited,Financial Services,8,1,5,2,0,28.090473,0.0,0.041,0.323,
JBCHEPHARM,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,8,0,5,2,1,48.077267,0.0,0.105,0.216,
DCMSRIND,DCM Shriram Industries Limited,Consumer Defensive,8,8,0,0,0,3.030574,87.4,-0.476,-0.507,
KIRLOSIND,Kirloskar Industries Limited,Industrials,8,8,0,0,0,19.76283,32.4,0.006,-0.144,
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Industrials,8,3,5,0,0,,0.0,-0.082,0.273,
MEDPLUS,MedPlus Health Services Limited,Healthcare,8,0,8,0,0,55.258575,0.0,0.157,0.259,
DELHIVERY,Delhivery Limited,Industrials,8,1,5,0,2,237.875,0.0,0.3,-0.006,0.01596
NELCAST,Nelcast Limited,Industrials,8,3,5,0,0,26.431225,0.0,0.273,0.044,
EPIGRAL,Epigral Limited,Basic Materials,8,7,0,1,0,15.797403,35.5,-0.075,-0.626,
HONASA,Honasa Consumer Limited,Consumer Defensive,8,0,8,0,0,74.05857,0.0,0.162,0.949,
MINDACORP,Minda Corporation Limited,Consumer Cyclical,8,0,8,0,0,43.657524,0.0,0.246,0.321,
HEG,HEG Limited,Industrials,8,3,2,1,2,31.641336,0.0,0.112,,0.07338
CONCORDBIO,Concord Biotech Limited,Healthcare,8,1,2,2,3,38.17418,0.0,0.137,-0.163,
ARVIND,Arvind Limited,Consumer Cyclical,8,2,4,1,1,29.235256,0.0,0.159,0.059,0.10657
FCSSOFT,FCS Software Solutions Limited,Technology,8,3,5,0,0,,0.0,0.606,,
DBCORP,D. B. Corp Limited,Communication Services,8,7,0,1,0,11.544801,58.0,-0.058,-0.19,
DYNPRO,Dynemic Products Limited,Basic Materials,8,8,0,0,0,16.47672,32.8,-0.051,0.031,
3IINFOLTD,3i Infotech Limited,Technology,8,8,0,0,0,5.86,78.3,-0.051,-0.954,
GUJAPOLLO,Gujarat Apollo Industries Limited,Industrials,8,3,5,0,0,,0.0,1.595,-0.742,
GLOSTERLTD,Gloster Limited,Consumer Cyclical,8,3,5,0,0,97.14286,0.0,1.153,,
ASIANHOTNR,Asian Hotels (North) Limited,Consumer Cyclical,8,6,1,1,0,14.324714,47.6,0.052,,
KAPSTON,Kapston Services Limited,Industrials,8,0,8,0,0,37.462856,0.0,0.165,0.641,
NUVAMA,Nuvama Wealth Management Limited,Financial Services,8,0,1,5,2,26.039993,0.0,0.074,0.043,0.27317
KAMATHOTEL,Kamat Hotels (India) Limited,Consumer Cyclical,8,7,1,0,0,15.198863,44.4,0.062,-0.272,
HATSUN,Hatsun Agro Product Limited,Consumer Defensive,8,0,8,0,0,60.25272,0.0,0.176,0.478,
ORIENTBELL,Orient Bell Limited,Industrials,8,3,5,0,0,53.228996,0.0,0.036,2.485,
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,8,8,0,0,0,11.95122,56.3,-0.116,-0.643,
FDC,FDC Limited,Healthcare,8,5,0,1,2,27.550789,21.9,0.001,-0.237,
HEXATRADEX,Hexa Tradex Limited,Financial Services,8,3,0,0,5,,0.0,-0.031,,-0.0019200001
NINSYS,NINtec Systems Limited,Technology,8,0,6,2,0,36.11179,0.0,0.23,0.152,
BIL,Bhartiya International Ltd.,Consumer Cyclical,8,3,5,0,0,25.577793,0.0,0.392,,
ELECTHERM,Electrotherm (India) Limited,Basic Materials,8,8,0,0,0,5.8206215,76.2,-0.164,,
AGARWALEYE,AGARWALEYE,Healthcare,8,0,8,0,0,113.66161,0.0,0.23,0.472,
CHEMBONDCH,Chembond Chemicals Limited,Basic Materials,8,7,0,1,0,15.180368,38.0,-0.316,-0.584,
KAYNES,Kaynes Technology India Limited,Technology,8,1,5,0,2,60.24489,0.0,0.262,-0.263,0.09568
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,8,2,6,0,0,,0.0,0.092,0.333,
HFCL,HFCL Limited,Technology,8,1,5,0,2,422.54288,0.0,1.278,,0.07266
LINC,Linc Limited,Industrials,8,7,1,0,0,16.697756,42.9,0.058,-0.218,
FLAIR,FLAIR,Industrials,8,2,5,1,0,26.114151,0.0,0.201,0.119,
GICL,GICL,Industrials,8,0,8,0,0,138.48276,0.0,0.235,0.355,
KOTHARIPRO,Kothari Products Limited,Industrials,8,8,0,0,0,2.9767253,89.8,-0.269,-0.059,
ADSL,Allied Digital Services Limited,Technology,8,6,2,0,0,22.089632,18.4,0.122,-0.257,
NDL,Nandan Denim Limited,Consumer Cyclical,8,8,0,0,0,1.1551725,95.8,-0.461,-0.6,
MBLINFRA,MBL Infrastructures Limited,Industrials,8,3,5,0,0,,0.0,0.665,,
DREAMFOLKS,Dreamfolks Services Limited,Industrials,8,8,0,0,0,10.125,65.4,-0.843,-0.538,
FOODSIN,Foods and Inns Limited,Consumer Defensive,8,8,0,0,0,13.159624,45.3,-0.206,-0.5,
MUFTI,MUFTI,Consumer Cyclical,8,8,0,0,0,10.916784,60.0,-0.06,-0.619,
CLEANMAX,CLEANMAX,Utilities,8,1,7,0,0,416.12906,0.0,0.13,9.72,
ASHAPURMIN,Ashapura Minechem Limited,Basic Materials,8,6,2,0,0,16.154236,34.1,0.11,-0.209,
JAYAGROGN,Jayant Agro-Organics Limited,Basic Materials,8,8,0,0,0,15.15625,38.1,0.013,-0.511,
AVANTIFEED,Avanti Feeds Limited,Consumer Defensive,8,1,3,1,3,23.419468,0.0,0.013,0.21,
AGARIND,Agarwal Industrial Corporation Limited,Basic Materials,8,8,0,0,0,10.650001,56.5,-0.247,-0.899,
BESTAGRO,Best Agrolife Limited,Basic Materials,8,8,0,0,0,9.010582,63.2,-0.26,,
CEWATER,CEWATER,Utilities,8,8,0,0,0,10.503989,68.6,0.014,,
IRCON,Ircon International Limited,Industrials,8,5,3,0,0,21.843798,25.3,-0.189,0.163,
BALMLAWRIE,Balmer Lawrie & Co. Ltd.,Industrials,8,7,0,1,0,12.454545,57.4,0.042,0.032,
MADRASFERT,Madras Fertilizers Limited,Basic Materials,8,0,5,3,0,146.86667,0.0,0.285,,2.6954901
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Basic Materials,8,1,7,0,0,244.16667,0.0,0.109,0.385,
NOVAAGRI,Nova Agritech Limited,Basic Materials,8,8,0,0,0,14.713542,39.9,-0.245,-0.761,
ONELIFECAP,Onelife Capital Advisors Limited,Financial Services,8,3,5,0,0,,0.0,1.919,,
ABB,ABB India Limited,Industrials,8,0,5,2,1,86.958305,0.0,0.008,2.76,
GAEL,Gujarat Ambuja Exports Limited,Consumer Defensive,8,3,5,0,0,24.553543,0.0,0.312,-0.077,
CONFIPET,Confidence Petroleum India Limited,Energy,8,3,5,0,0,24.255907,0.0,0.999,-0.315,
IRFC,Indian Railway Finance Corporation Limited,Financial Services,8,3,0,3,2,18.444029,0.0,0.005,0.0,0.12812
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,8,0,8,0,0,64.51549,0.0,0.172,0.35,
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Cyclical,8,4,0,2,2,20.1972,26.1,-0.027,0.017,
GAIL,GAIL (India) Limited,Utilities,8,8,0,0,0,12.423755,62.8,-0.045,-0.57,
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,8,7,0,1,0,23.862803,32.4,0.038,-0.207,
IL&FSTRANS,IL&FS Transportation Networks Limited,Industrials,8,3,5,0,0,,0.0,0.76,,
OSIAHYPER,Osia Hyper Retail Limited,Consumer Cyclical,8,8,0,0,0,3.459854,87.3,-0.061,-0.647,
ARMANFIN,Arman Financial Services Limited,Financial Services,8,2,5,1,0,66.66169,0.0,1.611,,
GMRAIRPORT,GMR Airports Limited,Industrials,8,3,5,0,0,,0.0,0.505,-0.455,
LAURUSLABS,Laurus Labs Limited,Healthcare,8,0,4,3,1,84.73752,0.0,0.06,0.194,0.17743
KKCL,Kewal Kiran Clothing Limited,Consumer Cyclical,8,4,0,2,2,19.918251,27.1,,,0.14431
EMSLIMITED,EMS Limited,Industrials,8,7,0,1,0,13.738892,53.0,-0.183,-0.627,
PAISALO,Paisalo Digital Limited,Financial Services,8,3,3,2,0,17.835878,0.0,0.2,0.043,
NECLIFE,Nectar Lifesciences Limited,Healthcare,8,3,5,0,0,,0.0,,0.829,
NTPCGREEN,NTPCGREEN,Utilities,8,1,5,2,0,156.50725,0.0,0.293,-0.75,
JSWENERGY,JSW Energy Limited,Utilities,8,2,5,1,0,40.491352,0.0,0.41,-0.115,0.08817001
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,8,5,2,1,0,25.18827,28.6,0.084,0.076,
MEESHO,MEESHO,Consumer Cyclical,8,0,5,0,3,,0.0,0.471,,-0.46563
BEARDSELL,Beardsell Limited,Industrials,8,8,0,0,0,11.460176,60.8,0.028,-0.172,
PARACABLES,Paramount Communications Limited,Technology,8,3,3,0,2,29.610525,0.0,0.177,-0.662,
BTML,Bodhi Tree Multimedia Limited,Communication Services,8,3,5,0,0,131.59999,0.0,1.312,-0.071,
KCP,The KCP Limited,Basic Materials,8,8,0,0,0,13.990525,42.9,0.023,-0.032,
KICL,Kalyani Investment Company Limited,Financial Services,8,3,3,2,0,48.78244,0.0,0.163,-0.471,
INSECTICID,Insecticides (India) Limited,Basic Materials,8,7,1,0,0,14.835795,39.5,0.076,-0.396,
DLF,DLF Limited,Real Estate,8,1,0,3,4,31.7507,0.0,-0.42,-0.011,0.10031
BENGALASM,Bengal & Assam Company Limited,,8,3,3,2,0,,0.0,0.093,0.148,
ITC,ITC Limited,Consumer Defensive,8,3,1,2,2,19.043077,20.9,0.067,0.0,
EMPOWER,Empower India Limited,,8,3,5,0,0,,0.0,0.976,,
GULFOILLUB,Gulf Oil Lubricants India Limited,Basic Materials,8,7,1,0,0,13.422365,45.2,0.091,-0.224,
BTTL,Bhilwara Technical Textiles Limited,Consumer Cyclical,8,3,5,0,0,180.95,0.0,2.068,,
DECNGOLD,Deccan Gold Mines Limited,,8,1,5,0,2,,0.0,7.441,-0.583,-0.17496
INVPRECQ,Investment & Precision Castings Limited,,8,0,8,0,0,,0.0,0.196,6.541,
ADANIGREEN,Adani Green Energy Limited,Utilities,8,0,7,1,0,142.90157,0.0,0.131,2.803,0.07576
BLUESTONE,BLUESTONE,Consumer Cyclical,8,1,5,0,2,452.71432,0.0,0.477,,0.00971
GALAXYSURF,Galaxy Surfactants Limited,Basic Materials,8,3,2,1,2,23.040405,0.0,0.149,-0.18,0.1047
ANTGRAPHIC,Antarctica Limited,Consumer Cyclical,8,3,5,0,0,,0.0,0.259,-0.75,
MOREPENLAB,Morepen Laboratories Limited,Healthcare,8,7,1,0,0,23.3,33.9,0.057,0.02,
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Consumer Cyclical,8,3,5,0,0,,0.0,-0.018,74.691,
MEP,MEP Infrastructure Developers Limited,Industrials,8,3,5,0,0,,0.0,2.245,,
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,8,0,6,2,0,35.971794,0.0,0.229,0.213,
AURIGROW,Auri Grow India Limited,Industrials,8,8,0,0,0,3.875,86.7,,,
LAXMICOT,Laxmi Cotspin Limited,Consumer Cyclical,8,8,0,0,0,3.1875,88.3,-0.418,,
MFML,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,8,8,0,0,0,4.801126,82.4,-0.195,,
LIBAS,Libas Consumer Products Limited,Consumer Cyclical,8,8,0,0,0,3.4782608,87.3,0.018,,
AKSHAR,Akshar Spintex Limited,Consumer Cyclical,8,3,5,0,0,,0.0,0.323,,
ADL,Archidply Decor Limited,Consumer Cyclical,8,3,5,0,0,2353.3333,0.0,-0.124,1.0,
LASA,Lasa Supergenerics Limited,Healthcare,8,8,0,0,0,2.1405406,93.9,-0.933,,
LFIC,Lakshmi Finance & Industrial Corporation Limited,Financial Services,8,3,3,2,0,35.22469,0.0,0.208,,
MOIL,MOIL Limited,Basic Materials,8,3,0,3,2,21.51016,0.0,0.026,-0.199,0.10005
NAVKARURB,Navkar Urbanstructure Limited,Basic Materials,8,3,5,0,0,,0.0,-0.385,6.5,
MARKSANS,Marksans Pharma Limited,Healthcare,8,4,3,1,0,26.09434,26.0,0.106,0.082,
INDOWIND,Indowind Energy Limited,Utilities,8,3,5,0,0,111.22222,0.0,-0.252,16.212,
JSWINFRA,JSW Infrastructure Limited,Industrials,8,0,3,3,2,36.639233,0.0,0.179,-0.181,0.13948
GREAVESCOT,Greaves Cotton Limited,Industrials,8,2,6,0,0,36.350876,0.0,0.166,0.225,
JAGRAN,Jagran Prakashan Limited,Communication Services,8,8,0,0,0,8.904636,67.6,-0.077,-0.135,
KAMOPAINTS,Kamdhenu Ventures Limited,Basic Materials,8,8,0,0,0,5.484848,77.6,-0.146,-0.5,
ENTERO,Entero Healthcare Solutions Limited,Healthcare,8,2,6,0,0,46.088135,0.0,0.256,0.086,
BYKE,The Byke Hospitality Limited,Consumer Cyclical,8,3,5,0,0,31.690908,0.0,0.05,0.5,
NSIL,Nalwa Sons Investments Limited,Financial Services,8,3,0,2,3,126.57422,0.0,-0.118,-0.08,
MKPL,M. K. Proteins Limited,Consumer Defensive,8,3,5,0,0,23.272726,0.0,1.269,0.0,
GILLANDERS,Gillanders Arbuthnot and Company Limited,Consumer Defensive,8,8,0,0,0,13.037448,45.9,-0.163,-0.651,
INDOUS,Indo Us Bio-Tech Limited,Basic Materials,8,7,0,1,0,14.22027,42.0,-0.032,-0.409,
BBL,Bharat Bijlee Limited,Industrials,8,6,2,0,0,22.124613,24.3,0.106,-0.392,
AURUM,Aurum PropTech Limited,Real Estate,8,2,5,0,1,655.7407,0.0,0.759,,-0.02928
AVG,AVG Logistics Limited,Industrials,8,8,0,0,0,11.53314,60.6,-0.059,-0.058,
AWHCL,Antony Waste Handling Cell Limited,Industrials,8,7,1,0,0,16.127266,44.8,0.081,-0.27,
GSLSU,Global Surfaces Limited,Basic Materials,8,3,5,0,0,,0.0,0.287,,
CHEMBOND,Chembond Material Technologies Limited,Basic Materials,8,6,0,0,2,18.722105,23.6,,,0.07979
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,8,0,6,2,0,40.653442,0.0,0.097,0.286,
ALLCARGO,Allcargo Logistics Limited,Industrials,8,8,0,0,0,18.723404,36.0,-0.874,,
GRAUWEIL,Grauer & Weil (India) Limited,Basic Materials,8,5,1,1,1,20.767742,15.2,0.058,-0.253,
ELECTCAST,Electrosteel Castings Limited,Industrials,8,8,0,0,0,16.133858,44.8,-0.172,,
APOLLO,Apollo Micro Systems Limited,Industrials,8,0,7,1,0,116.42292,0.0,0.7,0.133,
ESAFSFB,ESAF Small Finance Bank,Financial Services,8,3,5,0,0,,0.0,1.423,,
BLACKBUCK,BlackBuck Limited,Technology,8,1,5,2,0,25.319658,0.0,0.504,,
INDUSINDBK,IndusInd Bank Limited,Financial Services,8,3,5,0,0,77.55031,0.0,2.727,,0.01362
GANGESSECU,Ganges Securities Limited,Consumer Defensive,8,3,5,0,0,78.91667,0.0,-0.135,0.417,
ALPHAGEO,Alphageo (India) Limited,Energy,8,3,5,0,0,,0.0,0.509,,
BALAXI,Balaxi Pharmaceuticals Limited,Healthcare,8,8,0,0,0,15.134502,57.1,-0.01,-0.938,
ALKEM,Alkem Laboratories Limited,Healthcare,8,4,2,2,0,27.701475,21.5,0.107,0.016,
CUBEXTUB,Cubex Tubings Limited,Basic Materials,8,5,2,0,1,17.385664,29.0,0.126,-0.404,0.093660004
GARFIBRES,Garware Technical Fibres Limited,Consumer Cyclical,8,2,5,1,0,29.408049,0.0,0.104,0.179,
EMMBI,Emmbi Industries Limited,Consumer Cyclical,7,6,1,0,0,22.387863,18.1,0.091,-0.383,
AERONEU,Aeroflex Neu Limited,Consumer Cyclical,7,2,5,0,0,115.89474,0.0,-0.045,112.985,
OMPOWER,OMPOWER,Industrials,7,2,0,3,2,28.643412,0.0,,,0.35826
AARON,Aaron Industries Limited,Industrials,7,0,7,0,0,39.38024,0.0,0.265,0.128,
ASMS,Avio Smart Market Stack Limited,Technology,7,0,5,0,2,68.818184,0.0,4.552,,
BOSCHLTD,Bosch Limited,Consumer Cyclical,7,0,4,1,2,40.322666,0.0,0.094,0.161,
GNRL,Gujarat Natural Resources Limited,,7,0,5,2,0,,0.0,0.673,,
BIKAJI,Bikaji Foods International Limited,Consumer Defensive,7,0,7,0,0,67.99288,0.0,0.105,1.175,
ADVENZYMES,Advanced Enzyme Technologies Limited,Basic Materials,7,3,2,2,0,26.746323,0.0,0.017,0.128,
BIRLAPREC,Birla Precision Technologies Limited,,7,2,5,0,0,,0.0,0.013,0.571,
NARMADA,Narmada Agrobase Limited,Basic Materials,7,2,5,0,0,32.08108,0.0,0.543,-0.289,
AEGISLOG,AEGISLOG,Energy,7,1,5,1,0,30.769056,0.0,0.011,0.424,
IDEAFORGE,ideaForge Technology Limited,Technology,7,0,5,0,2,,0.0,5.944,,-0.028199999
JITFINFRA,JITF Infralogistics Limited,Industrials,7,3,3,0,1,,0.0,0.16,,
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,7,3,1,3,0,19.96132,0.0,-0.11,0.098,0.11389
KSL,Kalyani Steels Limited,Basic Materials,7,7,0,0,0,13.334152,45.6,-0.102,-0.102,
KRONOX,KRONOX,Basic Materials,7,4,1,2,0,18.68608,23.7,0.053,0.011,
BATLIBOI,Batliboi Limited,Industrials,7,2,5,0,0,90.744446,0.0,0.716,,
ELGIEQUIP,Elgi Equipments Limited,Industrials,7,0,6,1,0,40.97494,0.0,0.184,0.182,
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,7,0,5,1,1,48.295757,0.0,-0.789,0.614,0.12579
LT,Larsen & Toubro Limited,Industrials,7,2,2,2,1,33.44456,0.0,0.117,-0.345,0.16951999
