symbol,name,sector,fundamental_score,valuation_score,growth_score,quality_score,health_score,pe_ratio,pe_discount_pct,revenue_growth,earnings_growth,roe
ASTERDM,Aster DM Healthcare Limited,Healthcare,2,0,2,0,0,117.57411,0.0,0.13,-0.105,
BELRISE,BELRISE,Consumer Cyclical,2,1,1,0,0,39.078358,0.0,0.082,-0.275,
HALDER,Halder Venture Limited,Consumer Defensive,2,2,0,0,0,3284.2856,0.0,-0.592,-0.023,
DIAMINESQ,Diamines and Chemicals Limited,Basic Materials,2,2,0,0,0,,0.0,-0.564,,
MARSONS,Marsons Limited,Industrials,2,0,0,2,0,75.30527,0.0,0.04,0.027,
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,2,2,0,0,0,90.93968,0.0,0.025,-0.323,
KWIL,KWIL,Consumer Defensive,2,0,0,0,2,,0.0,,,
KALPATARU,KALPATARU,Real Estate,2,2,0,0,0,69.38155,0.0,-0.141,,
MARALOVER,Maral Overseas Limited,Consumer Cyclical,2,2,0,0,0,,0.0,-0.012,,
PANACEABIO,Panacea Biotec Limited,Healthcare,2,2,0,0,0,,0.0,0.01,-0.122,
IFCI,IFCI Limited,Financial Services,2,2,0,0,0,91.72464,0.0,,,
KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,2,2,0,0,0,39.848877,0.0,-0.013,,
ABINFRA,ABINFRA,Industrials,2,0,2,0,0,35.459457,0.0,-0.008,0.105,
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,2,2,0,0,0,35.791668,0.0,0.021,0.0,
AYMSYNTEX,AYM Syntex Limited,Consumer Cyclical,2,2,0,0,0,,0.0,-0.143,-0.643,
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,2,0,0,1,1,68.47019,0.0,-0.177,0.041,0.11281
BOSCH-HCIL,Bosch Home Comfort India Limited,Consumer Cyclical,2,0,2,0,0,312.7991,0.0,0.102,,
BAJEL,Bajel Projects Limited,Utilities,2,2,0,0,0,185.96841,0.0,-0.096,,
JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,1,1,0,0,0,40.196968,0.0,-0.148,-0.239,
JAIBALAJI,Jai Balaji Industries Limited,Basic Materials,1,1,0,0,0,37.910892,0.0,-0.106,-0.902,
MAANALU,Maan Aluminium Limited,Basic Materials,1,1,0,0,0,49.250885,0.0,-0.166,-0.071,
BASF,BASF India Limited,Basic Materials,1,1,0,0,0,44.054394,0.0,0.028,0.03,
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,1,0,1,0,0,,0.0,0.073,-0.105,
OLAELEC,OLAELEC,Consumer Cyclical,1,1,0,0,0,,0.0,-0.55,,
GALLANTT,Gallantt Ispat Limited,Basic Materials,1,0,0,1,0,37.17066,0.0,,,
BHARATCOAL,BHARATCOAL,Basic Materials,1,1,0,0,0,137.17857,0.0,-0.151,-0.571,0.02096
MENNPIS,Menon Pistons Limited,,1,1,0,0,0,,0.0,-0.427,,
FOCUS,Focus Lighting and Fixtures Limited,Consumer Cyclical,1,1,0,0,0,119.07043,0.0,-0.093,,
NEOGEN,Neogen Chemicals Limited,Basic Materials,1,0,1,0,0,222.2697,0.0,0.092,-0.632,
HEMIPROP,Hemisphere Properties India Limited,Real Estate,1,0,1,0,0,,0.0,0.071,,
AXITA,Axita Cotton Limited,Consumer Cyclical,1,1,0,0,0,157.4,0.0,-0.608,,
KIRLOSBROS,Kirloskar Brothers Limited,Industrials,1,0,1,0,0,34.12739,0.0,-0.024,0.06,
ABLBL,ABLBL,Consumer Cyclical,1,0,1,0,0,73.815605,0.0,0.096,-0.051,
KEEPLEARN,DSJ Keep Learning Limited,Consumer Defensive,1,1,0,0,0,,0.0,-0.311,,
INDIGO,InterGlobe Aviation Limited,Industrials,1,0,1,0,0,52.080868,0.0,0.062,-0.776,
ASIANPAINT,Asian Paints Limited,Basic Materials,1,0,0,1,0,64.92898,0.0,0.037,-0.046,
JWL,Jupiter Wagons Limited,Industrials,1,1,0,0,0,47.6038,0.0,-0.135,-0.419,
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,1,1,0,0,0,43.663483,0.0,-0.005,-0.323,
ORIENTTECH,ORIENTTECH,Technology,1,1,0,0,0,59.163094,0.0,-0.033,,
ABMINTLLTD,ABM International Limited,Basic Materials,1,1,0,0,0,,0.0,-0.081,,
FLUOROCHEM,Gujarat Fluorochemicals Limited,Basic Materials,1,0,0,1,0,62.109047,0.0,-0.01,-0.19,
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,1,1,0,0,0,,0.0,0.007,-0.778,
ICDSLTD,ICDS Limited,Real Estate,1,1,0,0,0,25.422222,0.0,,,
ASTRAMICRO,Astra Microwave Products Limited,Technology,1,0,0,1,0,65.790726,0.0,0.007,-0.016,
PARASPETRO,Paras Petrofils Limited,Consumer Cyclical,1,1,0,0,0,,0.0,,0.0,
ORKLAINDIA,ORKLAINDIA,Consumer Defensive,1,1,0,0,0,34.9723,0.0,0.034,-0.146,
AARTECH,Aartech Solonics Limited,Industrials,1,1,0,0,0,72.89091,0.0,-0.245,-0.69,
ALKYLAMINE,Alkyl Amines Chemicals Limited,Basic Materials,1,0,0,1,0,49.021057,0.0,-0.046,-0.035,
GOYALALUM,Goyal Aluminiums Limited,Basic Materials,1,1,0,0,0,38.388885,0.0,-0.142,-0.5,
BOROLTD,Borosil Limited,Consumer Cyclical,1,1,0,0,0,36.10493,0.0,0.002,-0.327,
ARIHANTSUP,Arihant Superstructures Limited,Real Estate,1,1,0,0,0,27.015074,0.0,-0.164,-0.76,
AMNPLST,Amines & Plasticizers Limited,Basic Materials,1,1,0,0,0,33.660194,0.0,-0.253,-0.22,
ONESOURCE,ONESOURCE,Healthcare,1,1,0,0,0,,0.0,-0.26,,
GRPLTD,GRP Limited,Consumer Cyclical,1,0,0,0,1,40.159927,0.0,-0.096,,0.01741
BORORENEW,Borosil Renewables Limited,Technology,1,0,1,0,0,52.93122,0.0,0.08,,
APOLLOPIPE,Apollo Pipes Limited,Industrials,1,1,0,0,0,156.02986,0.0,-0.197,,
KPRMILL,K.P.R. Mill Limited,Consumer Cyclical,1,0,0,1,0,36.37062,0.0,-0.04,0.03,
CANHLIFE,CANHLIFE,Financial Services,1,0,0,0,1,101.82706,0.0,-0.553,,0.081099994
DCMSIL,DCM Shriram International Limited,Industrials,0,0,0,0,0,,0.0,-0.187,-0.744,
CURAA,CURAA,Technology,0,0,0,0,0,,0.0,,,
ELPROINTL,Elpro International Limited,Unknown,0,0,0,0,0,31.9438,0.0,,,
LMW,LMW Limited,Industrials,0,0,0,0,0,135.13689,0.0,-0.011,-0.24,
NIBE,Nibe Limited,Industrials,0,0,0,0,0,,0.0,-0.603,,
3PLAND,3P Land Holdings Ltd,Unknown,0,0,0,0,0,,0.0,,,
MAFATIND,Mafatlal Industries Limited,Unknown,0,0,0,0,0,10.511236,0.0,,,
MFSL,Max Financial Services Limited,Financial Services,0,0,0,0,0,665.5601,0.0,-0.402,,0.01629
EFCIL-RE,EFCIL-RE,Unknown,0,0,0,0,0,,0.0,,,
LGEINDIA,LGEINDIA,Technology,0,0,0,0,0,61.35146,0.0,-0.064,-0.616,
KIOCL,KIOCL Limited,Basic Materials,0,0,0,0,0,,0.0,-0.116,,
AGRITECH,Agri-tech (India) Limited,Consumer Defensive,0,0,0,0,0,,0.0,,,
DELTAMAGNT,Delta Manufacturing Limited,Consumer Cyclical,0,0,0,0,0,,0.0,0.028,,
JASH,Jash Engineering Limited,Industrials,0,0,0,0,0,43.672314,0.0,-0.112,-0.624,
ORTINGLOBE,Ortin Global Limited,Healthcare,0,0,0,0,0,,0.0,-0.633,,
GRADIENTE,Gradiente Infotainment Limited,Communication Services,0,0,0,0,0,,0.0,-0.411,0.0,
GLOBALVECT,Global Vectra Helicorp Limited,Industrials,0,0,0,0,0,,0.0,0.031,,
NDGL,Naga Dhunseri Group Limited,Financial Services,0,0,0,0,0,53.191044,0.0,,,
EIFFL,Euro India Fresh Foods Limited,Consumer Defensive,0,0,0,0,0,102.07048,0.0,-0.406,-0.493,
BSHSL,Bombay Super Hybrid Seeds Limited,Basic Materials,0,0,0,0,0,36.238808,0.0,-0.159,-0.129,
ITI,ITI Limited,Technology,0,0,0,0,0,,0.0,-0.503,,
JSWDULUX,JSW Dulux Limited,Unknown,0,0,0,0,0,6.775094,0.0,,,
NIMBSPROJ,Nimbus Projects Limited,Unknown,0,0,0,0,0,,0.0,,,
OPTIEMUS,Optiemus Infracom Limited,Technology,0,0,0,0,0,55.846775,0.0,-0.088,-0.223,
HBESD,HB Estate Developers Limited,Unknown,0,0,0,0,0,,0.0,,,
