symbol,name,sector,fundamental_score,valuation_score,growth_score,quality_score,health_score,pe_ratio,pb_ratio,peg_ratio,roe,revenue_growth,earnings_growth,profit_margin,debt_to_equity,pe_score,pe_discount_pct,pb_score,peg_score,ev_ebitda_score,valuation_total,revenue_score,earnings_score,growth_total,roe_score,margin_score,roce_score,quality_total,de_score,current_ratio_score,fcf_score,health_total
NLCINDIA,NLC India Limited,Utilities,9.0,6.0,0,3.0,0.0,14.1027155,2.2825568,,0.15966,-0.003,-0.127,0.19073,82.0,4,52.5,1.0,0.0,1,6.0,0,0,0,1.5,1.5,0,3.0,0.0,0,0.0,0.0
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,9.0,0.0,4,3.5,1.5,44.52592,8.030881,,0.16430001,0.145,0.147,0.20903999,18.987,0,-37.5,0.0,0.0,0,0.0,2,2,4,1.5,2.0,0,3.5,0.0,1,0.5,1.5
UPL,UPL Limited,Basic Materials,9.0,2.0,6,0.0,1.0,28.373655,1.5406735,,0.05614,0.177,0.332,0.03708,57.128,0,-22.7,1.0,0.0,1,2.0,3,3,6,0.0,0.0,0,0.0,0.0,0,1.0,1.0
PNBGILTS,PNB Gilts Ltd.,Financial Services,9.0,6.0,0,3.0,0.0,7.9623384,0.84796023,,0.1116,-0.033,-0.827,0.46977,1480.222,4,59.4,2.0,0.0,0,6.0,0,0,0,1.0,2.0,0,3.0,0.0,0,0.0,0.0
HATHWAY,Hathway Cable and Datacom Limited,Communication Services,9.0,5.0,1,0.0,3.0,22.021738,0.42840227,,0.01858,0.064,-0.696,0.03829,0.212,1,0.6,2.0,0.0,2,5.0,1,0,1,0.0,0.0,0,0.0,2.0,1,0.0,3.0
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,9.0,5.0,0,2.5,1.5,26.53418,2.9522188,3.87,0.11835,-0.116,-0.862,0.12755999,20.328,4,37.2,1.0,0.0,0,5.0,0,0,0,1.0,1.5,0,2.5,0.0,1,0.5,1.5
UPL,UPL Limited,Basic Materials,9.0,2.0,6,0.0,1.0,28.373655,1.5406735,,0.05614,0.177,0.332,0.03708,57.128,0,-22.7,1.0,0.0,1,2.0,3,3,6,0.0,0.0,0,0.0,0.0,0,1.0,1.0
DABUR,Dabur India Limited,Consumer Defensive,9.0,1.0,3,3.0,2.0,42.397003,7.026691,3.16,0.16239999,0.073,0.152,0.14364,10.907,1,2.8,0.0,0.0,0,1.0,1,2,3,1.5,1.5,0,3.0,0.0,1,1.0,2.0
POLYCAB,Polycab India Limited,Industrials,9.0,0.0,5,2.5,1.5,51.87985,11.486955,,0.24580999,0.269,0.08,0.09251001,2.558,0,-17.5,0.0,0.0,0,0.0,4,1,5,1.5,1.0,0,2.5,0.0,1,0.5,1.5
JAGRAN,Jagran Prakashan Limited,Communication Services,9.0,8.0,0,1.0,0.0,8.916556,0.75524193,,,-0.077,-0.135,0.0871,9.556,4,59.7,2.0,0.0,2,8.0,0,0,0,0.0,1.0,0,1.0,0.0,0,0.0,0.0
EMAMILTD,Emami Limited,Consumer Defensive,9.0,4.0,3,2.0,0.0,23.903845,6.476753,,,0.098,0.146,0.20806,2.457,4,45.2,0.0,0.0,0,4.0,1,2,3,0.0,2.0,0,2.0,0.0,0,0.0,0.0
EMAMILTD,Emami Limited,Consumer Defensive,9.0,4.0,3,2.0,0.0,23.903845,6.476753,,,0.098,0.146,0.20806,2.457,4,45.2,0.0,0.0,0,4.0,1,2,3,0.0,2.0,0,2.0,0.0,0,0.0,0.0
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,9.0,1.0,6,2.0,0.0,30.642366,3.2400403,,0.10976,0.174,0.268,0.08219,31.851,1,5.4,0.0,0.0,0,1.0,3,3,6,1.0,1.0,0,2.0,0.0,0,0.0,0.0
BRITANNIA,Britannia Industries Limited,Consumer Defensive,9.0,0.0,4,4.5,0.5,51.62505,25.550854,,0.53314,0.079,0.211,0.13229,26.875,0,-18.4,0.0,0.0,0,0.0,1,3,4,2.0,1.5,1,4.5,0.0,0,0.5,0.5
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,9.0,0.0,4,3.5,1.5,44.52592,8.030881,,0.16430001,0.145,0.147,0.20903999,18.987,0,-37.5,0.0,0.0,0,0.0,2,2,4,1.5,2.0,0,3.5,0.0,1,0.5,1.5
KECL,Kirloskar Electric Company Limited,Industrials,9.0,0.0,9,0.0,0.0,66.459625,5.6884637,,,0.264,5.889,0.01918,83.428,0,-50.6,0.0,0.0,0,0.0,4,5,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0
IDEA,Vodafone Idea Limited,Communication Services,9.0,4.0,1,2.0,2.0,4.2118382,-1.7759097,,,0.032,,0.77143997,,4,81.0,0.0,0.0,0,4.0,1,0,1,0.0,2.0,0,2.0,2.0,0,0.0,2.0
MANAPPURAM,Manappuram Finance Limited,Financial Services,9.0,1.0,5,2.0,1.0,26.902729,1.6444142,,0.06968,1.093,,0.23985,360.191,0,-37.1,1.0,0.0,0,1.0,5,0,5,0.0,2.0,0,2.0,0.0,1,0.0,1.0
VISAKAIND,Visaka Industries Limited,Industrials,9.0,8.0,1,0.0,0.0,10.506494,0.80137795,,,0.046,,0.03689,53.394,4,76.2,2.0,0.0,2,8.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
TATAELXSI,Tata Elxsi Limited,Technology,9.0,0.0,4,3.0,2.0,41.462955,8.574823,,0.21298,0.058,0.278,0.16725,5.336,0,-41.3,0.0,0.0,0,0.0,1,3,4,1.5,1.5,0,3.0,0.0,1,1.0,2.0
TATAELXSI,Tata Elxsi Limited,Technology,9.0,0.0,4,3.0,2.0,41.462955,8.574823,,0.21298,0.058,0.278,0.16725,5.336,0,-41.3,0.0,0.0,0,0.0,1,3,4,1.5,1.5,0,3.0,0.0,1,1.0,2.0
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,9.0,0.0,6,3.0,0.0,51.690804,46.696907,,0.31619,0.313,0.191,0.05381,306.09,0,-59.7,0.0,0.0,0,0.0,4,2,6,2.0,1.0,0,3.0,0.0,0,0.0,0.0
CDSL,Central Depository Services (India) Limited,Financial Services,9.0,0.0,1,4.5,3.5,55.50711,14.506573,,0.23913,0.055,-0.199,0.36830002,0.11,0,-183.0,0.0,0.0,0,0.0,1,0,1,1.5,2.0,1,4.5,2.0,1,0.5,3.5
MOIL,MOIL Limited,Basic Materials,9.0,2.0,1,2.5,3.5,20.939266,2.2338414,,0.10005,0.026,-0.199,0.18160999,,1,9.5,1.0,0.0,0,2.0,1,0,1,1.0,1.5,0,2.5,2.0,1,0.5,3.5
NBCC,NBCC (India) Limited,Industrials,9.0,2.0,5,0.0,2.0,38.46281,9.384956,,,0.095,0.392,0.049689997,0.011,2,12.9,0.0,0.0,0,2.0,1,4,5,0.0,0.0,0,0.0,2.0,0,0.0,2.0
PTC,PTC India Limited,Utilities,9.0,8.0,0,1.0,0.0,6.672753,0.9622765,,,-0.005,-0.276,0.052010003,32.871,4,77.5,2.0,0.0,2,8.0,0,0,0,0.0,1.0,0,1.0,0.0,0,0.0,0.0
MANAPPURAM,Manappuram Finance Limited,Financial Services,9.0,1.0,5,2.0,1.0,26.902729,1.6444142,,0.06968,1.093,,0.23985,360.191,0,-37.1,1.0,0.0,0,1.0,5,0,5,0.0,2.0,0,2.0,0.0,1,0.0,1.0
KCP,The KCP Limited,Basic Materials,9.0,7.0,1,1.0,0.0,13.819122,1.2622237,,,0.023,-0.032,0.0592,39.481,4,40.3,1.0,0.0,2,7.0,1,0,1,0.0,1.0,0,1.0,0.0,0,0.0,0.0
MAHLOG,Mahindra Logistics Limited,Industrials,9.0,2.0,6,0.0,1.0,1407.0,4.425976,,0.01279,0.201,0.289,0.00033,46.725,0,-3087.6,0.0,0.0,2,2.0,3,3,6,0.0,0.0,0,0.0,0.0,0,1.0,1.0
ONGC,Oil and Natural Gas Corporation Limited,Energy,9.0,5.0,3,1.0,0.0,9.808138,1.0133669,,,0.008,0.162,0.057979997,43.805,2,12.8,1.0,0.0,2,5.0,1,2,3,0.0,1.0,0,1.0,0.0,0,0.0,0.0
NEWGEN,Newgen Software Technologies Limited,Technology,9.0,3.0,1,3.0,2.0,21.56398,3.5995128,,0.18250999,0.053,-0.009,0.19092,2.214,3,26.5,0.0,0.0,0,3.0,1,0,1,1.5,1.5,0,3.0,0.0,1,1.0,2.0
BHARTIARTL,Bharti Airtel Limited,Communication Services,8.5,1.0,3,3.0,1.5,43.11627,7.5048046,,0.19358999,0.157,-0.34,0.12652999,99.718,0,-94.6,0.0,0.0,1,1.0,3,0,3,1.5,1.5,0,3.0,0.0,0,1.5,1.5
VGUARD,V-Guard Industries Limited,Industrials,8.5,0.0,5,2.0,1.5,44.56553,6.259379,,0.13793,0.141,0.231,0.051680002,6.964,0,-1.0,0.0,0.0,0,0.0,2,3,5,1.0,1.0,0,2.0,0.0,1,0.5,1.5
INTELLECT,Intellect Design Arena Limited,Technology,8.5,1.0,3,2.5,2.0,29.18208,3.102198,,0.11411,0.167,-0.113,0.1137,4.961,1,0.5,0.0,0.0,0,1.0,3,0,3,1.0,1.5,0,2.5,0.0,1,1.0,2.0
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,8.5,2.5,1,3.0,2.0,19.6983,2.097209,0.94,0.11389,-0.11,0.098,0.26049,,0,-0.4,1.0,1.5,0,2.5,0,1,1,1.0,2.0,0,3.0,2.0,0,0.0,2.0
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,8.5,0.0,5,3.0,0.5,43.020306,9.7758045,,0.25314,0.136,0.208,0.05213,9.396,0,-86.0,0.0,0.0,0,0.0,2,3,5,2.0,1.0,0,3.0,0.0,0,0.5,0.5
SBICARD,SBI Cards and Payment Services Limited,Financial Services,8.5,0.0,5,2.5,1.0,27.383669,3.776532,,0.14686,0.186,0.139,0.1826,280.206,0,-39.6,0.0,0.0,0,0.0,3,2,5,1.0,1.5,0,2.5,0.0,1,0.0,1.0
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,8.5,1.0,4,2.5,1.0,24.645615,2.6728973,,0.11181,0.077,0.301,0.116450004,491.748,0,-25.6,1.0,0.0,0,1.0,1,3,4,1.0,1.5,0,2.5,0.0,1,0.0,1.0
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,8.5,5.0,2,1.5,0.0,25.204933,2.507147,,,0.084,0.076,0.10509,22.248,4,40.3,1.0,0.0,0,5.0,1,1,2,0.0,1.5,0,1.5,0.0,0,0.0,0.0
QUESS,Quess Corp Limited,Industrials,8.5,6.0,0,1.5,1.0,13.5885515,2.5802038,,0.19714001,,,0.014479999,10.656,4,69.2,1.0,0.0,1,6.0,0,0,0,1.5,0.0,0,1.5,0.0,0,1.0,1.0
SBICARD,SBI Cards and Payment Services Limited,Financial Services,8.5,0.0,5,2.5,1.0,27.383669,3.776532,,0.14686,0.186,0.139,0.1826,280.206,0,-39.6,0.0,0.0,0,0.0,3,2,5,1.0,1.5,0,2.5,0.0,1,0.0,1.0
ALKEM,Alkem Laboratories Limited,Healthcare,8.5,4.0,3,1.5,0.0,27.558064,4.9002743,,,0.107,0.016,0.16636999,17.056,4,34.8,0.0,0.0,0,4.0,2,1,3,0.0,1.5,0,1.5,0.0,0,0.0,0.0
UNITDSPR,UNITDSPR,Consumer Defensive,8.5,0.0,4,3.0,1.5,54.1902,11.027821,,0.20034,0.008,0.28,0.14743,4.611,0,-24.3,0.0,0.0,0,0.0,1,3,4,1.5,1.5,0,3.0,0.0,1,0.5,1.5
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,8.5,0.0,5,3.0,0.5,43.020306,9.7758045,,0.25314,0.136,0.208,0.05213,9.396,0,-86.0,0.0,0.0,0,0.0,2,3,5,2.0,1.0,0,3.0,0.0,0,0.5,0.5
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,8.5,1.0,4,2.5,1.0,24.645615,2.6728973,,0.11181,0.077,0.301,0.116450004,491.748,0,-25.6,1.0,0.0,0,1.0,1,3,4,1.0,1.5,0,2.5,0.0,1,0.0,1.0
ASTRAL,Astral Limited,Industrials,8.5,0.0,5,2.0,1.5,72.66299,10.303656,,0.13798,0.242,0.189,0.08169,6.168,0,-64.6,0.0,0.0,0,0.0,3,2,5,1.0,1.0,0,2.0,0.0,1,0.5,1.5
SIS,SIS Limited,Industrials,8.5,3.0,4,0.0,1.5,41.423397,2.2422266,,0.05565,0.31,,0.0086199995,70.299,1,6.2,1.0,0.0,1,3.0,4,0,4,0.0,0.0,0,0.0,0.0,0,1.5,1.5
WELCORP,Welspun Corp Limited,Basic Materials,8.5,3.0,4,1.5,0.0,17.37249,4.129479,,,0.254,-0.33,0.11848,18.258,3,24.9,0.0,0.0,0,3.0,4,0,4,0.0,1.5,0,1.5,0.0,0,0.0,0.0
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,8.5,5.0,2,1.5,0.0,25.204933,2.507147,,,0.084,0.076,0.10509,22.248,4,40.3,1.0,0.0,0,5.0,1,1,2,0.0,1.5,0,1.5,0.0,0,0.0,0.0
IRCON,Ircon International Limited,Industrials,8.0,5.0,2,1.0,0.0,21.610428,2.0579255,,,-0.189,0.163,0.066139996,79.151,4,51.0,1.0,0.0,0,5.0,0,2,2,0.0,1.0,0,1.0,0.0,0,0.0,0.0
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,8.0,2.0,5,0.0,1.0,,0.8595908,,-0.29358,2.56,,0.0,185.142,0,,2.0,0.0,0,2.0,5,0,5,0.0,0.0,0,0.0,0.0,1,0.0,1.0
NAUKRI,Info Edge (India) Limited,Communication Services,8.0,1.0,4,2.0,1.0,45.016876,1.2427292,2.39,,0.134,0.123,0.42567003,0.544,0,-103.2,1.0,0.0,0,1.0,2,2,4,0.0,2.0,0,2.0,1.0,0,0.0,1.0
NCC,NCC Limited,Industrials,8.0,7.0,1,0.0,0.0,13.640335,1.225074,,0.093219995,0.02,-0.188,0.03224,43.056,4,69.1,1.0,0.0,2,7.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
NAUKRI,Info Edge (India) Limited,Communication Services,8.0,1.0,4,2.0,1.0,45.016876,1.2427292,2.39,,0.134,0.123,0.42567003,0.544,0,-103.2,1.0,0.0,0,1.0,2,2,4,0.0,2.0,0,2.0,1.0,0,0.0,1.0
MSTCLTD,MSTC Limited,Industrials,8.0,5.0,1,2.0,0.0,13.573749,3.5392683,,,0.09,-0.795,0.63797003,17.456,4,69.2,0.0,0.0,1,5.0,1,0,1,0.0,2.0,0,2.0,0.0,0,0.0,0.0
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,8.0,1.0,5,2.0,0.0,29.73064,9.93642,,,0.184,0.157,0.28371,1.836,1,8.2,0.0,0.0,0,1.0,3,2,5,0.0,2.0,0,2.0,0.0,0,0.0,0.0
ITC,ITC Limited,Consumer Defensive,8.0,4.0,1,2.0,1.0,19.095385,5.4719872,1.78,,0.067,0.0,0.43890998,0.507,4,56.2,0.0,0.0,0,4.0,1,0,1,0.0,2.0,0,2.0,1.0,0,0.0,1.0
ITC,ITC Limited,Consumer Defensive,8.0,4.0,1,2.0,1.0,19.095385,5.4719872,1.78,,0.067,0.0,0.43890998,0.507,4,56.2,0.0,0.0,0,4.0,1,0,1,0.0,2.0,0,2.0,1.0,0,0.0,1.0
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,8.0,0.0,4,3.5,0.5,49.28051,10.767761,3.69,0.21603,0.043,0.214,0.23329,3.016,0,-13.0,0.0,0.0,0,0.0,1,3,4,1.5,2.0,0,3.5,0.0,0,0.5,0.5
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,8.0,1.0,4,2.0,1.0,27.85171,2.7007596,,0.09754,0.204,0.059,0.672,81.939,0,-42.0,1.0,0.0,0,1.0,3,1,4,0.0,2.0,0,2.0,0.0,1,0.0,1.0
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,8.0,0.0,6,2.0,0.0,77.52534,15.451077,,,0.214,0.225,0.20727,42.224,0,-83.5,0.0,0.0,0,0.0,3,3,6,0.0,2.0,0,2.0,0.0,0,0.0,0.0
TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,8.0,5.0,1,2.0,0.0,15.236063,2.755498,,,0.06,-0.102,0.2613,11.957,4,52.9,1.0,0.0,0,5.0,1,0,1,0.0,2.0,0,2.0,0.0,0,0.0,0.0
SIEMENS,Siemens Limited,Industrials,8.0,0.0,2,2.5,3.5,74.960945,9.550231,,0.11808,0.14,-0.548,0.12118,,0,-69.8,0.0,0.0,0,0.0,2,0,2,1.0,1.5,0,2.5,2.0,1,0.5,3.5
SIEMENS,Siemens Limited,Industrials,8.0,0.0,2,2.5,3.5,74.960945,9.550231,,0.11808,0.14,-0.548,0.12118,,0,-69.8,0.0,0.0,0,0.0,2,0,2,1.0,1.5,0,2.5,2.0,1,0.5,3.5
AARTIIND,Aarti Industries Limited,Basic Materials,8.0,1.0,6,1.0,0.0,40.004265,2.8484106,,0.07249,0.132,0.434,0.05057,83.392,0,-72.9,1.0,0.0,0,1.0,2,4,6,0.0,1.0,0,1.0,0.0,0,0.0,0.0
RAMCOCEM,The Ramco Cements Limited,Basic Materials,8.0,1.0,6,1.0,0.0,37.234085,2.8363304,,,0.062,1.14,0.06527,62.153,0,-61.0,1.0,0.0,0,1.0,1,5,6,0.0,1.0,0,1.0,0.0,0,0.0,0.0
VENKEYS,Venky's (India) Limited,Consumer Defensive,8.0,2.0,6,0.0,0.0,41.401043,1.4606941,,,0.089,1.383,0.01475,13.056,1,5.1,1.0,0.0,0,2.0,1,5,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0
NTPC,NTPC Limited,Utilities,7.5,5.0,1,1.5,0.0,21.561462,1.9644741,,,0.08,-0.016,0.12892,118.127,3,27.4,1.0,0.0,1,5.0,1,0,1,0.0,1.5,0,1.5,0.0,0,0.0,0.0
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,7.5,5.5,1,1.0,0.0,19.098774,2.5663881,0.98,,0.097,-0.436,0.0784,62.046,2,17.4,1.0,1.5,1,5.5,1,0,1,0.0,1.0,0,1.0,0.0,0,0.0,0.0
INDIACEM,The India Cements Limited,Basic Materials,7.5,1.0,6,0.0,0.5,,1.2447237,,-0.00662,0.026,2.764,-0.015,12.888,0,,1.0,0.0,0,1.0,1,5,6,0.0,0.0,0,0.0,0.0,0,0.5,0.5
IMFA,Indian Metals and Ferro Alloys Limited,Basic Materials,7.5,1.0,5,1.5,0.0,21.015808,3.0855525,,,0.093,0.406,0.14006,17.281,1,9.1,0.0,0.0,0,1.0,1,4,5,0.0,1.5,0,1.5,0.0,0,0.0,0.0
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,7.5,2.0,4,1.5,0.0,41.323822,5.8012958,1.04,,0.135,0.157,0.19214001,6.675,1,2.2,0.0,1.0,0,2.0,2,2,4,0.0,1.5,0,1.5,0.0,0,0.0,0.0
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,7.5,2.0,4,1.5,0.0,41.323822,5.8012958,1.04,,0.135,0.157,0.19214001,6.675,1,2.2,0.0,1.0,0,2.0,2,2,4,0.0,1.5,0,1.5,0.0,0,0.0,0.0
ELECON,Elecon Engineering Company Limited,Industrials,7.5,3.0,0,3.0,1.5,31.938776,4.6755586,,0.15851,-0.065,-0.959,0.14419,11.824,3,27.6,0.0,0.0,0,3.0,0,0,0,1.5,1.5,0,3.0,0.0,1,0.5,1.5
INDIACEM,The India Cements Limited,Basic Materials,7.5,1.0,6,0.0,0.5,,1.2447237,,-0.00662,0.026,2.764,-0.015,12.888,0,,1.0,0.0,0,1.0,1,5,6,0.0,0.0,0,0.0,0.0,0,0.5,0.5
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,7.5,0.0,6,1.5,0.0,66.35079,17.878517,,,0.176,0.261,0.17833,33.4,0,-57.1,0.0,0.0,0,0.0,3,3,6,0.0,1.5,0,1.5,0.0,0,0.0,0.0
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,7.5,0.0,3,3.0,1.5,53.8975,11.906159,,0.21475,0.166,-0.154,0.18270999,7.831,0,-27.6,0.0,0.0,0,0.0,3,0,3,1.5,1.5,0,3.0,0.0,1,0.5,1.5
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,7.5,0.0,3,3.0,1.5,53.8975,11.906159,,0.21475,0.166,-0.154,0.18270999,7.831,0,-27.6,0.0,0.0,0,0.0,3,0,3,1.5,1.5,0,3.0,0.0,1,0.5,1.5
SJVN,SJVN Limited,Utilities,7.5,1.0,5,1.5,0.0,45.74233,2.0178072,,0.04514,2.07,,0.13595,226.528,0,-54.0,1.0,0.0,0,1.0,5,0,5,0.0,1.5,0,1.5,0.0,0,0.0,0.0
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,7.5,0.0,5,1.0,1.5,47.125454,5.545054,,0.12579,-0.789,0.614,0.02525,19.037,0,-140.2,0.0,0.0,0,0.0,0,5,5,1.0,0.0,0,1.0,0.0,0,1.5,1.5
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,7.0,7.0,0,0.0,0.0,11.707317,0.4588307,,,-0.116,-0.643,0.028380001,121.696,4,63.8,2.0,0.0,1,7.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
CLEAN,Clean Science and Technology Limited,Basic Materials,7.0,0.0,0,3.5,3.5,35.03472,5.080871,,0.15309,-0.044,-0.214,0.23219,0.135,0,-51.5,0.0,0.0,0,0.0,0,0,0,1.5,2.0,0,3.5,2.0,1,0.5,3.5
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,7.0,5.0,2,0.0,0.0,19.99811,2.0935345,,,0.145,-0.208,0.03404,45.112,4,54.1,1.0,0.0,0,5.0,2,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0
THOMASCOOK,Thomas Cook (India) Limited,Consumer Cyclical,7.0,7.0,0,0.0,0.0,19.701492,1.829558,1.91,0.09263,-0.086,-0.403,0.02557,21.373,4,39.1,1.0,0.0,2,7.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,7.0,5.0,1,1.0,0.0,17.250603,2.1624775,,,0.061,-0.093,0.0686,72.145,3,25.4,1.0,0.0,1,5.0,1,0,1,0.0,1.0,0,1.0,0.0,0,0.0,0.0
RELIANCE,Reliance Industries Limited,Energy,7.0,3.5,2,1.0,0.5,22.152067,1.9801046,0.82,0.09139,0.125,-0.126,0.0764,36.653,0,-97.0,1.0,1.5,1,3.5,2,0,2,0.0,1.0,0,1.0,0.0,0,0.5,0.5
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,7.0,4.0,0,2.0,1.0,14.459678,1.6810163,,0.11472999,-0.219,-0.182,0.081920005,319.7,3,26.3,1.0,0.0,0,4.0,0,0,0,1.0,1.0,0,2.0,0.0,1,0.0,1.0
GAIL,GAIL (India) Limited,Utilities,7.0,6.0,0,1.0,0.0,11.954058,1.1645358,,,-0.045,-0.57,0.060289998,25.373,4,59.7,1.0,0.0,1,6.0,0,0,0,0.0,1.0,0,1.0,0.0,0,0.0,0.0
HFCL,HFCL Limited,Technology,7.0,0.0,5,1.0,1.0,383.80554,4.264506,,0.07266,1.278,,0.062989995,38.321,0,-1208.3,0.0,0.0,0,0.0,5,0,5,0.0,1.0,0,1.0,0.0,1,0.0,1.0
ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive,7.0,1.0,5,0.0,1.0,80.04717,2.8379984,,0.0343,0.627,-0.058,0.04971,54.974,0,-83.6,1.0,0.0,0,1.0,5,0,5,0.0,0.0,0,0.0,0.0,1,0.0,1.0
ATGL,Adani Total Gas Limited,Utilities,7.0,0.0,4,2.5,0.5,104.23077,14.097026,,0.14456001,0.161,0.085,0.11124,46.363,0,-251.0,0.0,0.0,0,0.0,3,1,4,1.0,1.5,0,2.5,0.0,0,0.5,0.5
SRF,SRF Limited,Industrials,7.0,1.0,3,2.5,0.5,42.508057,5.568118,,0.13763,0.07,0.106,0.11625,36.195,1,3.7,0.0,0.0,0,1.0,1,2,3,1.0,1.5,0,2.5,0.0,0,0.5,0.5
SRF,SRF Limited,Industrials,7.0,1.0,3,2.5,0.5,42.508057,5.568118,,0.13763,0.07,0.106,0.11625,36.195,1,3.7,0.0,0.0,0,1.0,1,2,3,1.0,1.5,0,2.5,0.0,0,0.5,0.5
GRASIM,Grasim Industries Limited,Basic Materials,7.0,1.0,6,0.0,0.0,43.926968,1.9985389,,,0.274,0.141,0.026719999,126.634,0,-89.9,1.0,0.0,0,1.0,4,2,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0
BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Defensive,7.0,5.0,1,1.0,0.0,29.578184,2.6867998,,0.095410004,0.075,-0.307,0.06,76.606,4,32.2,1.0,0.0,0,5.0,1,0,1,0.0,1.0,0,1.0,0.0,0,0.0,0.0
GRASIM,Grasim Industries Limited,Basic Materials,7.0,1.0,6,0.0,0.0,43.926968,1.9985389,,,0.274,0.141,0.026719999,126.634,0,-89.9,1.0,0.0,0,1.0,4,2,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0
DMART,Avenue Supermarts Limited,Consumer Defensive,7.0,0.0,5,1.0,1.0,92.83366,11.267516,,0.12944001,0.189,0.196,0.04316,9.913,0,-112.9,0.0,0.0,0,0.0,3,2,5,1.0,0.0,0,1.0,0.0,1,0.0,1.0
ONEPOINT,One Point One Solutions Limited,Industrials,6.5,1.0,4,1.5,0.0,43.551468,3.707204,,,0.177,0.1,0.12901,12.498,1,1.3,0.0,0.0,0,1.0,3,1,4,0.0,1.5,0,1.5,0.0,0,0.0,0.0
VBL,Varun Beverages Limited,Consumer Defensive,6.5,0.0,5,1.5,0.0,54.707756,8.892574,,,0.181,0.2,0.14024,12.705,0,-25.5,0.0,0.0,0,0.0,3,2,5,0.0,1.5,0,1.5,0.0,0,0.0,0.0
JSWENERGY,JSW Energy Limited,Utilities,6.5,0.0,5,1.5,0.0,41.81569,3.0387056,,0.08817001,0.41,-0.115,0.11847,229.16,0,-40.8,0.0,0.0,0,0.0,5,0,5,0.0,1.5,0,1.5,0.0,0,0.0,0.0
JSWENERGY,JSW Energy Limited,Utilities,6.5,0.0,5,1.5,0.0,41.81569,3.0387056,,0.08817001,0.41,-0.115,0.11847,229.16,0,-40.8,0.0,0.0,0,0.0,5,0,5,0.0,1.5,0,1.5,0.0,0,0.0,0.0
SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,6.5,5.0,0,1.5,0.0,17.91972,2.7088337,,,-0.033,-0.036,0.18537001,37.709,3,22.5,1.0,0.0,1,5.0,0,0,0,0.0,1.5,0,1.5,0.0,0,0.0,0.0
FORTIS,Fortis Healthcare Limited,Healthcare,6.5,2.0,3,1.5,0.0,75.63386,7.698195,0.42,,0.175,-0.216,0.1094,32.958,0,-79.1,0.0,2.0,0,2.0,3,0,3,0.0,1.5,0,1.5,0.0,0,0.0,0.0
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,6.5,1.0,5,0.0,0.5,,1.9181578,,-0.0063,0.436,,-0.0053899996,54.682,0,,1.0,0.0,0,1.0,5,0,5,0.0,0.0,0,0.0,0.0,0,0.5,0.5
CONCOR,Container Corporation of India Limited,Industrials,6.5,4.0,1,1.5,0.0,30.149075,3.0112445,,,0.045,-0.089,0.14035,7.016,4,31.7,0.0,0.0,0,4.0,1,0,1,0.0,1.5,0,1.5,0.0,0,0.0,0.0
